AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0.3|0.6|0.5|39|XII(a) Other specified malignant tumors|81425816|0-19|All Races|Male and Female|2003|0.3|0.7|0.5
0.4|0.8|0.6|49|XII(b) Other unspecified malignant tumors|81425816|0-19|All Races|Male and Female|2003|0.4|0.8|0.6
171.2|177.0|174.1|14303|All ICCC Groups Combined|81754354|0-19|All Races|Male and Female|2004|172.1|177.8|175.0
44.6|47.6|46.1|3757|I Leukemias, myeloproliferative & myelodysplastic diseases|81754354|0-19|All Races|Male and Female|2004|44.5|47.4|46.0
31.9|34.4|33.2|2693|I(a) Lymphoid leukemias|81754354|0-19|All Races|Male and Female|2004|31.7|34.2|32.9
7.6|8.8|8.2|675|I(b) Acute myeloid leukemias|81754354|0-19|All Races|Male and Female|2004|7.6|8.9|8.3
1.8|2.5|2.1|176|I(c) Chronic myeloproliferative diseases|81754354|0-19|All Races|Male and Female|2004|1.8|2.5|2.2
1.1|1.6|1.4|112|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|81754354|0-19|All Races|Male and Female|2004|1.1|1.6|1.4
1.0|1.5|1.2|101|I(e) Unspecified and other specified leukemias|81754354|0-19|All Races|Male and Female|2004|1.0|1.5|1.2
23.0|25.1|24.1|1992|II Lymphomas and reticuloendothelial neoplasms|81754354|0-19|All Races|Male and Female|2004|23.3|25.5|24.4
11.1|12.6|11.8|985|II(a) Hodgkin lymphomas|81754354|0-19|All Races|Male and Female|2004|11.3|12.8|12.0
7.9|9.2|8.5|703|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|81754354|0-19|All Races|Male and Female|2004|8.0|9.3|8.6
2.0|2.7|2.3|191|II(c) Burkitt lymphoma|81754354|0-19|All Races|Male and Female|2004|2.0|2.7|2.3
0.9|1.3|1.1|87|II(d) Miscellaneous lymphoreticular neoplasms|81754354|0-19|All Races|Male and Female|2004|0.9|1.3|1.1
0.2|0.5|0.3|26|II(e) Unspecified lymphomas|81754354|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
30.9|33.4|32.1|2612|III CNS and misc intracranial and intraspinal neoplasms|81754354|0-19|All Races|Male and Female|2004|30.7|33.2|31.9
2.4|3.1|2.7|223|III(a) Ependymomas and choroid plexus tumor|81754354|0-19|All Races|Male and Female|2004|2.4|3.1|2.7
15.6|17.3|16.4|1340|III(b) Astrocytomas|81754354|0-19|All Races|Male and Female|2004|15.5|17.3|16.4
6.0|7.2|6.6|534|III(c) Intracranial and intraspinal embryonal tumors|81754354|0-19|All Races|Male and Female|2004|6.0|7.1|6.5
4.6|5.6|5.1|413|III(d) Other gliomas|81754354|0-19|All Races|Male and Female|2004|4.6|5.6|5.1
0.5|0.9|0.7|59|III(e) Other specified intracranial & intraspinal neoplasms|81754354|0-19|All Races|Male and Female|2004|0.5|0.9|0.7
0.4|0.7|0.5|43|III(f) Unspecified intracranial and intraspinal neoplasms|81754354|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
7.9|9.1|8.5|695|IV Neuroblastoma and other peripheral nervous cell tumors|81754354|0-19|All Races|Male and Female|2004|7.9|9.2|8.5
7.6|8.8|8.2|671|IV(a) Neuroblastoma and ganglioneuroblastoma|81754354|0-19|All Races|Male and Female|2004|7.6|8.9|8.2
0.2|0.4|0.3|24|IV(b) Other peripheral nervous cell tumors|81754354|0-19|All Races|Male and Female|2004|0.2|0.4|0.3
11.3|12.9|12.1|996|IX Soft tissue and other extraosseous sarcomas|81754354|0-19|All Races|Male and Female|2004|11.4|13.0|12.2
3.9|4.8|4.3|354|IX(a) Rhabdomyosarcomas|81754354|0-19|All Races|Male and Female|2004|3.9|4.8|4.3
1.1|1.6|1.4|113|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|81754354|0-19|All Races|Male and Female|2004|1.1|1.7|1.4
~|~|~|~|IX(c) Kaposi sarcoma|81754354|0-19|All Races|Male and Female|2004|~|~|~
4.6|5.6|5.1|424|IX(d) Other specified soft tissue sarcomas|81754354|0-19|All Races|Male and Female|2004|4.7|5.7|5.2
1.0|1.5|1.2|101|IX(e) Unspecified soft tissue sarcomas|81754354|0-19|All Races|Male and Female|2004|1.0|1.5|1.2
0.2|0.4|0.3|25|Not classified by ICCC|81754354|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
2.9|3.6|3.2|266|V Retinoblastoma|81754354|0-19|All Races|Male and Female|2004|2.9|3.7|3.3
6.0|7.1|6.5|529|VI Renal tumors|81754354|0-19|All Races|Male and Female|2004|5.9|7.0|6.5
5.4|6.5|5.9|479|VI(a) Nephroblastoma and other nonepithelial renal tumors|81754354|0-19|All Races|Male and Female|2004|5.3|6.4|5.9
0.4|0.8|0.6|47|VI(b) Renal carcinomas|81754354|0-19|All Races|Male and Female|2004|0.4|0.8|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|81754354|0-19|All Races|Male and Female|2004|~|~|~
2.1|2.8|2.4|197|VII Hepatic tumors|81754354|0-19|All Races|Male and Female|2004|2.1|2.8|2.4
1.5|2.1|1.8|144|VII(a) Hepatoblastoma|81754354|0-19|All Races|Male and Female|2004|1.5|2.1|1.8
0.4|0.8|0.6|48|VII(b) Hepatic carcinomas|81754354|0-19|All Races|Male and Female|2004|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|81754354|0-19|All Races|Male and Female|2004|~|~|~
8.4|9.7|9.0|748|VIII Malignant bone tumors|81754354|0-19|All Races|Male and Female|2004|8.5|9.8|9.1
4.7|5.6|5.1|425|VIII(a) Osteosarcomas|81754354|0-19|All Races|Male and Female|2004|4.7|5.7|5.2
0.4|0.7|0.5|41|VIII(b) Chondrosarcomas|81754354|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
2.4|3.1|2.7|227|VIII(c) Ewing tumor and related sarcomas of bone|81754354|0-19|All Races|Male and Female|2004|2.4|3.2|2.8
0.4|0.7|0.5|42|VIII(d) Other specified malignant bone tumors|81754354|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|81754354|0-19|All Races|Male and Female|2004|~|~|~
10.4|11.8|11.1|926|X Germ cell, trophoblastic tumors & neoplasms of gonads|81754354|0-19|All Races|Male and Female|2004|10.6|12.1|11.3
1.5|2.1|1.8|148|X(a) Intracranial & intraspinal germ cell tumors|81754354|0-19|All Races|Male and Female|2004|1.5|2.1|1.8
1.1|1.6|1.3|110|X(b) Malignant extracranial & extragonadal germ cell tumors|81754354|0-19|All Races|Male and Female|2004|1.1|1.6|1.3
6.7|7.9|7.3|608|X(c) Malignant gonadal germ cell tumors|81754354|0-19|All Races|Male and Female|2004|6.9|8.1|7.4
0.3|0.6|0.4|33|X(d) Gonadal carcinomas|81754354|0-19|All Races|Male and Female|2004|0.3|0.6|0.4
0.2|0.5|0.3|27|X(e) Other and unspecified malignant gonadal tumors|81754354|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
17.0|18.8|17.9|1489|XI Other malignant epithelial neoplasms and malignant melanomas|81754354|0-19|All Races|Male and Female|2004|17.3|19.2|18.2
0.1|0.4|0.2|19|XI(a) Adrenocortical carcinomas|81754354|0-19|All Races|Male and Female|2004|0.1|0.4|0.2
6.2|7.4|6.8|566|XI(b) Thyroid carcinomas|81754354|0-19|All Races|Male and Female|2004|6.4|7.5|6.9
0.4|0.7|0.5|46|XI(c) Nasopharyngeal carcinomas|81754354|0-19|All Races|Male and Female|2004|0.4|0.8|0.6
5.9|7.0|6.5|539|XI(d) Malignant melanomas|81754354|0-19|All Races|Male and Female|2004|6.0|7.2|6.6
~|~|~|~|XI(e) Skin carcinomas|81754354|0-19|All Races|Male and Female|2004|~|~|~
3.3|4.2|3.7|311|XI(f) Other and unspecified carcinomas|81754354|0-19|All Races|Male and Female|2004|3.4|4.3|3.8
0.7|1.1|0.9|71|XII Other and unspecified malignant neoplasms|81754354|0-19|All Races|Male and Female|2004|0.7|1.1|0.9
0.2|0.5|0.3|28|XII(a) Other specified malignant tumors|81754354|0-19|All Races|Male and Female|2004|0.2|0.5|0.3
0.4|0.7|0.5|43|XII(b) Other unspecified malignant tumors|81754354|0-19|All Races|Male and Female|2004|0.4|0.7|0.5
169.4|175.1|172.2|14234|All ICCC Groups Combined|82005260|0-19|All Races|Male and Female|2005|170.7|176.4|173.6
43.0|45.9|44.4|3639|I Leukemias, myeloproliferative & myelodysplastic diseases|82005260|0-19|All Races|Male and Female|2005|42.9|45.8|44.4
30.8|33.3|32.0|2611|I(a) Lymphoid leukemias|82005260|0-19|All Races|Male and Female|2005|30.6|33.1|31.8
7.0|8.2|7.5|624|I(b) Acute myeloid leukemias|82005260|0-19|All Races|Male and Female|2005|7.0|8.2|7.6
1.7|2.3|2.0|167|I(c) Chronic myeloproliferative diseases|82005260|0-19|All Races|Male and Female|2005|1.7|2.4|2.0
1.3|1.9|1.6|130|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82005260|0-19|All Races|Male and Female|2005|1.3|1.9|1.6
1.1|1.6|1.3|107|I(e) Unspecified and other specified leukemias|82005260|0-19|All Races|Male and Female|2005|1.1|1.6|1.3
24.7|26.9|25.8|2152|II Lymphomas and reticuloendothelial neoplasms|82005260|0-19|All Races|Male and Female|2005|25.1|27.4|26.2
11.9|13.5|12.7|1068|II(a) Hodgkin lymphomas|82005260|0-19|All Races|Male and Female|2005|12.3|13.8|13.0
8.3|9.7|9.0|746|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82005260|0-19|All Races|Male and Female|2005|8.5|9.8|9.1
2.2|2.9|2.5|205|II(c) Burkitt lymphoma|82005260|0-19|All Races|Male and Female|2005|2.2|2.9|2.5
1.0|1.5|1.3|104|II(d) Miscellaneous lymphoreticular neoplasms|82005260|0-19|All Races|Male and Female|2005|1.0|1.5|1.3
0.2|0.5|0.3|29|II(e) Unspecified lymphomas|82005260|0-19|All Races|Male and Female|2005|0.2|0.5|0.4
28.9|31.2|30.0|2450|III CNS and misc intracranial and intraspinal neoplasms|82005260|0-19|All Races|Male and Female|2005|28.7|31.1|29.9
2.6|3.3|2.9|241|III(a) Ependymomas and choroid plexus tumor|82005260|0-19|All Races|Male and Female|2005|2.6|3.3|2.9
14.5|16.2|15.3|1251|III(b) Astrocytomas|82005260|0-19|All Races|Male and Female|2005|14.4|16.1|15.3
5.3|6.4|5.9|475|III(c) Intracranial and intraspinal embryonal tumors|82005260|0-19|All Races|Male and Female|2005|5.3|6.3|5.8
4.4|5.4|4.8|395|III(d) Other gliomas|82005260|0-19|All Races|Male and Female|2005|4.4|5.3|4.8
0.5|0.8|0.6|51|III(e) Other specified intracranial & intraspinal neoplasms|82005260|0-19|All Races|Male and Female|2005|0.5|0.8|0.6
0.3|0.6|0.5|37|III(f) Unspecified intracranial and intraspinal neoplasms|82005260|0-19|All Races|Male and Female|2005|0.3|0.6|0.5
8.4|9.7|9.1|746|IV Neuroblastoma and other peripheral nervous cell tumors|82005260|0-19|All Races|Male and Female|2005|8.5|9.8|9.1
8.2|9.5|8.9|728|IV(a) Neuroblastoma and ganglioneuroblastoma|82005260|0-19|All Races|Male and Female|2005|8.2|9.5|8.9
0.1|0.3|0.2|18|IV(b) Other peripheral nervous cell tumors|82005260|0-19|All Races|Male and Female|2005|0.1|0.3|0.2
11.6|13.1|12.3|1020|IX Soft tissue and other extraosseous sarcomas|82005260|0-19|All Races|Male and Female|2005|11.7|13.2|12.4
4.4|5.4|4.9|400|IX(a) Rhabdomyosarcomas|82005260|0-19|All Races|Male and Female|2005|4.4|5.4|4.9
1.2|1.7|1.4|117|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82005260|0-19|All Races|Male and Female|2005|1.2|1.7|1.4
~|~|~|~|IX(c) Kaposi sarcoma|82005260|0-19|All Races|Male and Female|2005|~|~|~
4.4|5.4|4.9|410|IX(d) Other specified soft tissue sarcomas|82005260|0-19|All Races|Male and Female|2005|4.5|5.5|5.0
0.9|1.3|1.1|89|IX(e) Unspecified soft tissue sarcomas|82005260|0-19|All Races|Male and Female|2005|0.9|1.3|1.1
0.2|0.4|0.3|24|Not classified by ICCC|82005260|0-19|All Races|Male and Female|2005|0.2|0.4|0.3
2.6|3.3|2.9|242|V Retinoblastoma|82005260|0-19|All Races|Male and Female|2005|2.6|3.3|3.0
6.2|7.3|6.7|548|VI Renal tumors|82005260|0-19|All Races|Male and Female|2005|6.1|7.3|6.7
5.5|6.6|6.1|494|VI(a) Nephroblastoma and other nonepithelial renal tumors|82005260|0-19|All Races|Male and Female|2005|5.5|6.6|6.0
0.4|0.8|0.6|50|VI(b) Renal carcinomas|82005260|0-19|All Races|Male and Female|2005|0.5|0.8|0.6
~|~|~|~|VI(c) Unspecified malignant renal tumors|82005260|0-19|All Races|Male and Female|2005|~|~|~
1.7|2.4|2.0|168|VII Hepatic tumors|82005260|0-19|All Races|Male and Female|2005|1.8|2.4|2.0
1.2|1.7|1.4|117|VII(a) Hepatoblastoma|82005260|0-19|All Races|Male and Female|2005|1.2|1.7|1.4
0.4|0.8|0.6|49|VII(b) Hepatic carcinomas|82005260|0-19|All Races|Male and Female|2005|0.4|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82005260|0-19|All Races|Male and Female|2005|~|~|~
8.2|9.5|8.9|737|VIII Malignant bone tumors|82005260|0-19|All Races|Male and Female|2005|8.4|9.7|9.0
4.6|5.5|5.0|419|VIII(a) Osteosarcomas|82005260|0-19|All Races|Male and Female|2005|4.6|5.6|5.1
0.2|0.4|0.3|23|VIII(b) Chondrosarcomas|82005260|0-19|All Races|Male and Female|2005|0.2|0.4|0.3
2.6|3.3|2.9|242|VIII(c) Ewing tumor and related sarcomas of bone|82005260|0-19|All Races|Male and Female|2005|2.6|3.3|3.0
0.3|0.6|0.4|36|VIII(d) Other specified malignant bone tumors|82005260|0-19|All Races|Male and Female|2005|0.3|0.6|0.4
0.1|0.3|0.2|17|VIII(e) Unspecified malignant bone tumors|82005260|0-19|All Races|Male and Female|2005|0.1|0.3|0.2
10.7|12.2|11.4|963|X Germ cell, trophoblastic tumors & neoplasms of gonads|82005260|0-19|All Races|Male and Female|2005|11.0|12.5|11.7
1.3|1.9|1.6|133|X(a) Intracranial & intraspinal germ cell tumors|82005260|0-19|All Races|Male and Female|2005|1.4|1.9|1.6
1.3|1.9|1.6|134|X(b) Malignant extracranial & extragonadal germ cell tumors|82005260|0-19|All Races|Male and Female|2005|1.4|1.9|1.6
6.9|8.1|7.5|636|X(c) Malignant gonadal germ cell tumors|82005260|0-19|All Races|Male and Female|2005|7.2|8.4|7.8
0.3|0.5|0.4|32|X(d) Gonadal carcinomas|82005260|0-19|All Races|Male and Female|2005|0.3|0.6|0.4
0.2|0.5|0.3|28|X(e) Other and unspecified malignant gonadal tumors|82005260|0-19|All Races|Male and Female|2005|0.2|0.5|0.3
16.5|18.3|17.4|1469|XI Other malignant epithelial neoplasms and malignant melanomas|82005260|0-19|All Races|Male and Female|2005|17.0|18.9|17.9
~|~|~|~|XI(a) Adrenocortical carcinomas|82005260|0-19|All Races|Male and Female|2005|~|~|~
5.6|6.6|6.1|513|XI(b) Thyroid carcinomas|82005260|0-19|All Races|Male and Female|2005|5.7|6.8|6.3
0.3|0.5|0.4|33|XI(c) Nasopharyngeal carcinomas|82005260|0-19|All Races|Male and Female|2005|0.3|0.6|0.4
6.0|7.1|6.5|549|XI(d) Malignant melanomas|82005260|0-19|All Races|Male and Female|2005|6.1|7.3|6.7
~|~|~|~|XI(e) Skin carcinomas|82005260|0-19|All Races|Male and Female|2005|~|~|~
3.8|4.7|4.2|355|XI(f) Other and unspecified carcinomas|82005260|0-19|All Races|Male and Female|2005|3.9|4.8|4.3
0.7|1.1|0.9|76|XII Other and unspecified malignant neoplasms|82005260|0-19|All Races|Male and Female|2005|0.7|1.2|0.9
0.3|0.5|0.4|32|XII(a) Other specified malignant tumors|82005260|0-19|All Races|Male and Female|2005|0.3|0.6|0.4
0.4|0.7|0.5|44|XII(b) Other unspecified malignant tumors|82005260|0-19|All Races|Male and Female|2005|0.4|0.7|0.5
169.7|175.3|172.5|14315|All ICCC Groups Combined|82324418|0-19|All Races|Male and Female|2006|171.0|176.8|173.9
45.3|48.3|46.8|3847|I Leukemias, myeloproliferative & myelodysplastic diseases|82324418|0-19|All Races|Male and Female|2006|45.3|48.2|46.7
32.0|34.5|33.3|2720|I(a) Lymphoid leukemias|82324418|0-19|All Races|Male and Female|2006|31.8|34.3|33.0
7.6|8.8|8.2|680|I(b) Acute myeloid leukemias|82324418|0-19|All Races|Male and Female|2006|7.7|8.9|8.3
2.0|2.7|2.3|196|I(c) Chronic myeloproliferative diseases|82324418|0-19|All Races|Male and Female|2006|2.1|2.7|2.4
1.4|1.9|1.6|134|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|82324418|0-19|All Races|Male and Female|2006|1.4|1.9|1.6
1.2|1.7|1.4|117|I(e) Unspecified and other specified leukemias|82324418|0-19|All Races|Male and Female|2006|1.2|1.7|1.4
24.0|26.1|25.0|2101|II Lymphomas and reticuloendothelial neoplasms|82324418|0-19|All Races|Male and Female|2006|24.4|26.6|25.5
11.7|13.2|12.5|1055|II(a) Hodgkin lymphomas|82324418|0-19|All Races|Male and Female|2006|12.1|13.6|12.8
8.1|9.4|8.7|726|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|82324418|0-19|All Races|Male and Female|2006|8.2|9.5|8.8
2.1|2.8|2.4|200|II(c) Burkitt lymphoma|82324418|0-19|All Races|Male and Female|2006|2.1|2.8|2.4
1.0|1.4|1.2|97|II(d) Miscellaneous lymphoreticular neoplasms|82324418|0-19|All Races|Male and Female|2006|1.0|1.4|1.2
0.2|0.4|0.3|23|II(e) Unspecified lymphomas|82324418|0-19|All Races|Male and Female|2006|0.2|0.4|0.3
29.9|32.3|31.1|2549|III CNS and misc intracranial and intraspinal neoplasms|82324418|0-19|All Races|Male and Female|2006|29.8|32.2|31.0
2.5|3.2|2.8|231|III(a) Ependymomas and choroid plexus tumor|82324418|0-19|All Races|Male and Female|2006|2.5|3.2|2.8
14.5|16.2|15.4|1261|III(b) Astrocytomas|82324418|0-19|All Races|Male and Female|2006|14.5|16.2|15.3
5.8|6.9|6.3|515|III(c) Intracranial and intraspinal embryonal tumors|82324418|0-19|All Races|Male and Female|2006|5.7|6.8|6.3
4.9|6.0|5.4|443|III(d) Other gliomas|82324418|0-19|All Races|Male and Female|2006|4.9|5.9|5.4
0.4|0.8|0.6|48|III(e) Other specified intracranial & intraspinal neoplasms|82324418|0-19|All Races|Male and Female|2006|0.4|0.8|0.6
0.5|0.8|0.6|51|III(f) Unspecified intracranial and intraspinal neoplasms|82324418|0-19|All Races|Male and Female|2006|0.5|0.8|0.6
7.3|8.5|7.9|648|IV Neuroblastoma and other peripheral nervous cell tumors|82324418|0-19|All Races|Male and Female|2006|7.3|8.5|7.9
7.1|8.3|7.7|635|IV(a) Neuroblastoma and ganglioneuroblastoma|82324418|0-19|All Races|Male and Female|2006|7.1|8.3|7.7
~|~|~|~|IV(b) Other peripheral nervous cell tumors|82324418|0-19|All Races|Male and Female|2006|~|~|~
10.9|12.4|11.7|968|IX Soft tissue and other extraosseous sarcomas|82324418|0-19|All Races|Male and Female|2006|11.0|12.5|11.8
4.1|5.1|4.6|375|IX(a) Rhabdomyosarcomas|82324418|0-19|All Races|Male and Female|2006|4.1|5.0|4.6
1.1|1.6|1.3|110|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|82324418|0-19|All Races|Male and Female|2006|1.1|1.6|1.3
~|~|~|~|IX(c) Kaposi sarcoma|82324418|0-19|All Races|Male and Female|2006|~|~|~
4.1|5.0|4.5|376|IX(d) Other specified soft tissue sarcomas|82324418|0-19|All Races|Male and Female|2006|4.1|5.1|4.6
1.0|1.5|1.2|102|IX(e) Unspecified soft tissue sarcomas|82324418|0-19|All Races|Male and Female|2006|1.0|1.5|1.2
0.2|0.4|0.3|23|Not classified by ICCC|82324418|0-19|All Races|Male and Female|2006|0.2|0.4|0.3
2.7|3.5|3.1|256|V Retinoblastoma|82324418|0-19|All Races|Male and Female|2006|2.7|3.5|3.1
6.2|7.3|6.7|549|VI Renal tumors|82324418|0-19|All Races|Male and Female|2006|6.1|7.3|6.7
5.5|6.5|6.0|487|VI(a) Nephroblastoma and other nonepithelial renal tumors|82324418|0-19|All Races|Male and Female|2006|5.4|6.5|5.9
0.5|0.9|0.7|57|VI(b) Renal carcinomas|82324418|0-19|All Races|Male and Female|2006|0.5|0.9|0.7
~|~|~|~|VI(c) Unspecified malignant renal tumors|82324418|0-19|All Races|Male and Female|2006|~|~|~
2.0|2.6|2.3|191|VII Hepatic tumors|82324418|0-19|All Races|Male and Female|2006|2.0|2.7|2.3
1.4|1.9|1.6|135|VII(a) Hepatoblastoma|82324418|0-19|All Races|Male and Female|2006|1.4|1.9|1.6
0.5|0.8|0.6|52|VII(b) Hepatic carcinomas|82324418|0-19|All Races|Male and Female|2006|0.5|0.8|0.6
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|82324418|0-19|All Races|Male and Female|2006|~|~|~
8.6|10.0|9.3|774|VIII Malignant bone tumors|82324418|0-19|All Races|Male and Female|2006|8.8|10.1|9.4
4.9|5.9|5.4|449|VIII(a) Osteosarcomas|82324418|0-19|All Races|Male and Female|2006|5.0|6.0|5.5
0.1|0.3|0.2|17|VIII(b) Chondrosarcomas|82324418|0-19|All Races|Male and Female|2006|0.1|0.3|0.2
2.7|3.4|3.0|251|VIII(c) Ewing tumor and related sarcomas of bone|82324418|0-19|All Races|Male and Female|2006|2.7|3.5|3.0
0.4|0.7|0.5|43|VIII(d) Other specified malignant bone tumors|82324418|0-19|All Races|Male and Female|2006|0.4|0.7|0.5
~|~|~|~|VIII(e) Unspecified malignant bone tumors|82324418|0-19|All Races|Male and Female|2006|~|~|~
9.5|10.9|10.2|868|X Germ cell, trophoblastic tumors & neoplasms of gonads|82324418|0-19|All Races|Male and Female|2006|9.9|11.3|10.5
1.3|1.8|1.5|126|X(a) Intracranial & intraspinal germ cell tumors|82324418|0-19|All Races|Male and Female|2006|1.3|1.8|1.5
1.2|1.8|1.5|126|X(b) Malignant extracranial & extragonadal germ cell tumors|82324418|0-19|All Races|Male and Female|2006|1.3|1.8|1.5
5.9|6.9|6.4|545|X(c) Malignant gonadal germ cell tumors|82324418|0-19|All Races|Male and Female|2006|6.1|7.2|6.6
0.4|0.7|0.5|42|X(d) Gonadal carcinomas|82324418|0-19|All Races|Male and Female|2006|0.4|0.7|0.5
0.2|0.5|0.3|29|X(e) Other and unspecified malignant gonadal tumors|82324418|0-19|All Races|Male and Female|2006|0.2|0.5|0.4
16.4|18.2|17.3|1467|XI Other malignant epithelial neoplasms and malignant melanomas|82324418|0-19|All Races|Male and Female|2006|16.9|18.8|17.8
0.1|0.3|0.2|16|XI(a) Adrenocortical carcinomas|82324418|0-19|All Races|Male and Female|2006|0.1|0.3|0.2
6.2|7.3|6.7|571|XI(b) Thyroid carcinomas|82324418|0-19|All Races|Male and Female|2006|6.4|7.5|6.9
0.5|0.8|0.6|55|XI(c) Nasopharyngeal carcinomas|82324418|0-19|All Races|Male and Female|2006|0.5|0.9|0.7
4.9|5.9|5.4|461|XI(d) Malignant melanomas|82324418|0-19|All Races|Male and Female|2006|5.1|6.1|5.6
~|~|~|~|XI(e) Skin carcinomas|82324418|0-19|All Races|Male and Female|2006|~|~|~
3.8|4.7|4.2|357|XI(f) Other and unspecified carcinomas|82324418|0-19|All Races|Male and Female|2006|3.9|4.8|4.3
0.7|1.1|0.9|74|XII Other and unspecified malignant neoplasms|82324418|0-19|All Races|Male and Female|2006|0.7|1.1|0.9
0.4|0.7|0.5|41|XII(a) Other specified malignant tumors|82324418|0-19|All Races|Male and Female|2006|0.4|0.7|0.5
0.3|0.6|0.4|33|XII(b) Other unspecified malignant tumors|82324418|0-19|All Races|Male and Female|2006|0.3|0.6|0.4
173.8|179.5|176.6|14758|All ICCC Groups Combined|82749431|0-19|All Races|Male and Female|2007|175.5|181.2|178.3
45.8|48.8|47.3|3906|I Leukemias, myeloproliferative & myelodysplastic diseases|82749431|0-19|All Races|Male and Female|2007|45.7|48.7|47.2
33.0|35.6|34.3|2816|I(a) Lymphoid leukemias|82749431|0-19|All Races|Male and Female|2007|32.8|35.3|34.0
