AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|4003587|2009
1-4|9.0|12.2|10.5|171|II Lymphomas and reticuloendothelial neoplasms|16240931|2009
10-14|22.7|27.1|24.8|513|II Lymphomas and reticuloendothelial neoplasms|20660564|2009
15-19|47.5|53.4|50.4|1118|II Lymphomas and reticuloendothelial neoplasms|22192810|2009
5-9|13.1|16.5|14.7|297|II Lymphomas and reticuloendothelial neoplasms|20182499|2009
<1|8.2|15.0|11.2|45|II Lymphomas and reticuloendothelial neoplasms|4003587|2009
1-4|0.8|2.1|1.4|22|II(a) Hodgkin lymphomas|16240931|2009
10-14|10.2|13.2|11.6|240|II(a) Hodgkin lymphomas|20660564|2009
15-19|30.7|35.6|33.1|734|II(a) Hodgkin lymphomas|22192810|2009
5-9|3.4|5.2|4.2|85|II(a) Hodgkin lymphomas|20182499|2009
<1|~|~|~|~|II(a) Hodgkin lymphomas|4003587|2009
1-4|3.5|5.6|4.4|72|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|16240931|2009
10-14|8.4|11.1|9.7|200|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20660564|2009
15-19|12.9|16.1|14.4|320|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|22192810|2009
5-9|5.7|8.0|6.7|136|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|20182499|2009
<1|2.5|6.8|4.2|17|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|4003587|2009
1-4|1.3|2.8|2.0|32|II(c) Burkitt lymphoma|16240931|2009
10-14|2.1|3.6|2.8|57|II(c) Burkitt lymphoma|20660564|2009
15-19|1.3|2.5|1.8|41|II(c) Burkitt lymphoma|22192810|2009
5-9|2.0|3.5|2.7|54|II(c) Burkitt lymphoma|20182499|2009
<1|~|~|~|~|II(c) Burkitt lymphoma|4003587|2009
1-4|2.0|3.7|2.8|45|II(d) Miscellaneous lymphoreticular neoplasms|16240931|2009
10-14|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|20660564|2009
15-19|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|22192810|2009
5-9|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|20182499|2009
<1|4.4|9.8|6.7|27|II(d) Miscellaneous lymphoreticular neoplasms|4003587|2009
1-4|~|~|~|~|II(e) Unspecified lymphomas|16240931|2009
10-14|~|~|~|~|II(e) Unspecified lymphomas|20660564|2009
15-19|~|~|~|~|II(e) Unspecified lymphomas|22192810|2009
5-9|~|~|~|~|II(e) Unspecified lymphomas|20182499|2009
<1|~|~|~|~|II(e) Unspecified lymphomas|4003587|2009
1-4|40.8|47.3|44.0|714|III CNS and misc intracranial and intraspinal neoplasms|16240931|2009
10-14|25.3|29.9|27.5|569|III CNS and misc intracranial and intraspinal neoplasms|20660564|2009
15-19|19.9|23.8|21.8|483|III CNS and misc intracranial and intraspinal neoplasms|22192810|2009
5-9|33.1|38.4|35.7|720|III CNS and misc intracranial and intraspinal neoplasms|20182499|2009
<1|33.1|45.6|39.0|156|III CNS and misc intracranial and intraspinal neoplasms|4003587|2009
1-4|4.2|6.5|5.3|86|III(a) Ependymomas and choroid plexus tumor|16240931|2009
10-14|0.7|1.7|1.1|23|III(a) Ependymomas and choroid plexus tumor|20660564|2009
15-19|1.6|2.8|2.1|47|III(a) Ependymomas and choroid plexus tumor|22192810|2009
5-9|1.2|2.4|1.7|35|III(a) Ependymomas and choroid plexus tumor|20182499|2009
<1|~|~|~|~|III(a) Ependymomas and choroid plexus tumor|4003587|2009
1-4|19.0|23.5|21.2|344|III(b) Astrocytomas|16240931|2009
10-14|14.0|17.5|15.7|324|III(b) Astrocytomas|20660564|2009
15-19|10.6|13.5|12.0|266|III(b) Astrocytomas|22192810|2009
5-9|14.9|18.5|16.6|335|III(b) Astrocytomas|20182499|2009
<1|12.1|20.1|15.7|63|III(b) Astrocytomas|4003587|2009
1-4|8.3|11.4|9.8|159|III(c) Intracranial and intraspinal embryonal tumors|16240931|2009
10-14|3.2|5.0|4.0|83|III(c) Intracranial and intraspinal embryonal tumors|20660564|2009
15-19|1.9|3.3|2.6|57|III(c) Intracranial and intraspinal embryonal tumors|22192810|2009
5-9|7.1|9.6|8.3|167|III(c) Intracranial and intraspinal embryonal tumors|20182499|2009
<1|11.0|18.7|14.5|58|III(c) Intracranial and intraspinal embryonal tumors|4003587|2009
1-4|5.5|8.0|6.6|108|III(d) Other gliomas|16240931|2009
10-14|4.6|6.7|5.6|116|III(d) Other gliomas|20660564|2009
15-19|3.3|5.0|4.1|91|III(d) Other gliomas|22192810|2009
5-9|7.2|9.7|8.4|169|III(d) Other gliomas|20182499|2009
<1|~|~|~|~|III(d) Other gliomas|4003587|2009
1-4|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|16240931|2009
10-14|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20660564|2009
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|22192810|2009
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|20182499|2009
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|4003587|2009
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|16240931|2009
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20660564|2009
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|22192810|2009
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|20182499|2009
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|4003587|2009
1-4|18.7|23.2|20.8|338|IV Neuroblastoma and other peripheral nervous cell tumors|16240931|2009
10-14|0.5|1.3|0.8|17|IV Neuroblastoma and other peripheral nervous cell tumors|20660564|2009
15-19|0.4|1.2|0.7|16|IV Neuroblastoma and other peripheral nervous cell tumors|22192810|2009
5-9|3.3|5.2|4.2|84|IV Neuroblastoma and other peripheral nervous cell tumors|20182499|2009
<1|50.5|65.6|57.7|231|IV Neuroblastoma and other peripheral nervous cell tumors|4003587|2009
1-4|18.5|23.0|20.6|335|IV(a) Neuroblastoma and ganglioneuroblastoma|16240931|2009
10-14|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|20660564|2009
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|22192810|2009
5-9|3.1|4.9|4.0|80|IV(a) Neuroblastoma and ganglioneuroblastoma|20182499|2009
<1|50.3|65.4|57.4|230|IV(a) Neuroblastoma and ganglioneuroblastoma|4003587|2009
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|16240931|2009
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20660564|2009
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|22192810|2009
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|20182499|2009
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|4003587|2009
1-4|8.3|11.4|9.7|158|IX Soft tissue and other extraosseous sarcomas|16240931|2009
10-14|10.1|13.1|11.5|238|IX Soft tissue and other extraosseous sarcomas|20660564|2009
15-19|14.8|18.2|16.4|365|IX Soft tissue and other extraosseous sarcomas|22192810|2009
5-9|7.5|10.2|8.8|177|IX Soft tissue and other extraosseous sarcomas|20182499|2009
<1|16.5|25.7|20.7|83|IX Soft tissue and other extraosseous sarcomas|4003587|2009
1-4|5.1|7.6|6.3|102|IX(a) Rhabdomyosarcomas|16240931|2009
10-14|2.3|3.9|3.0|63|IX(a) Rhabdomyosarcomas|20660564|2009
15-19|2.8|4.4|3.5|78|IX(a) Rhabdomyosarcomas|22192810|2009
5-9|3.4|5.2|4.2|85|IX(a) Rhabdomyosarcomas|20182499|2009
<1|3.8|8.9|6.0|24|IX(a) Rhabdomyosarcomas|4003587|2009
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|16240931|2009
10-14|0.7|1.7|1.1|23|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20660564|2009
15-19|1.7|3.1|2.3|52|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|22192810|2009
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|20182499|2009
<1|4.9|10.4|7.2|29|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|4003587|2009
1-4|~|~|~|~|IX(c) Kaposi sarcoma|16240931|2009
10-14|~|~|~|~|IX(c) Kaposi sarcoma|20660564|2009
15-19|~|~|~|~|IX(c) Kaposi sarcoma|22192810|2009
5-9|~|~|~|~|IX(c) Kaposi sarcoma|20182499|2009
<1|~|~|~|~|IX(c) Kaposi sarcoma|4003587|2009
1-4|1.4|2.9|2.1|34|IX(d) Other specified soft tissue sarcomas|16240931|2009
10-14|4.6|6.6|5.5|114|IX(d) Other specified soft tissue sarcomas|20660564|2009
15-19|7.3|9.7|8.4|187|IX(d) Other specified soft tissue sarcomas|22192810|2009
5-9|2.3|3.9|3.0|61|IX(d) Other specified soft tissue sarcomas|20182499|2009
<1|3.4|8.3|5.5|22|IX(d) Other specified soft tissue sarcomas|4003587|2009
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|16240931|2009
10-14|1.3|2.5|1.8|38|IX(e) Unspecified soft tissue sarcomas|20660564|2009
15-19|1.3|2.5|1.8|41|IX(e) Unspecified soft tissue sarcomas|22192810|2009
5-9|0.5|1.4|0.9|18|IX(e) Unspecified soft tissue sarcomas|20182499|2009
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|4003587|2009
1-4|~|~|~|~|Not classified by ICCC|16240931|2009
10-14|~|~|~|~|Not classified by ICCC|20660564|2009
15-19|~|~|~|~|Not classified by ICCC|22192810|2009
5-9|~|~|~|~|Not classified by ICCC|20182499|2009
<1|~|~|~|~|Not classified by ICCC|4003587|2009
1-4|7.3|10.2|8.7|141|V Retinoblastoma|16240931|2009
10-14|~|~|~|~|V Retinoblastoma|20660564|2009
15-19|~|~|~|~|V Retinoblastoma|22192810|2009
5-9|~|~|~|~|V Retinoblastoma|20182499|2009
<1|26.2|37.5|31.5|126|V Retinoblastoma|4003587|2009
1-4|19.0|23.5|21.2|344|VI Renal tumors|16240931|2009
10-14|0.9|2.0|1.4|29|VI Renal tumors|20660564|2009
15-19|1.3|2.5|1.8|41|VI Renal tumors|22192810|2009
5-9|5.1|7.3|6.1|123|VI Renal tumors|20182499|2009
<1|15.2|24.0|19.2|77|VI Renal tumors|4003587|2009
1-4|18.9|23.4|21.1|342|VI(a) Nephroblastoma and other nonepithelial renal tumors|16240931|2009
10-14|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|20660564|2009
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|22192810|2009
5-9|4.4|6.5|5.4|108|VI(a) Nephroblastoma and other nonepithelial renal tumors|20182499|2009
<1|14.3|22.9|18.2|73|VI(a) Nephroblastoma and other nonepithelial renal tumors|4003587|2009
1-4|~|~|~|~|VI(b) Renal carcinomas|16240931|2009
10-14|0.5|1.3|0.8|17|VI(b) Renal carcinomas|20660564|2009
15-19|0.9|2.0|1.4|31|VI(b) Renal carcinomas|22192810|2009
5-9|~|~|~|~|VI(b) Renal carcinomas|20182499|2009
<1|~|~|~|~|VI(b) Renal carcinomas|4003587|2009
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|16240931|2009
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|20660564|2009
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|22192810|2009
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|20182499|2009
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|4003587|2009
1-4|3.9|6.1|4.9|80|VII Hepatic tumors|16240931|2009
10-14|0.6|1.5|1.0|20|VII Hepatic tumors|20660564|2009
15-19|0.9|1.9|1.4|30|VII Hepatic tumors|22192810|2009
5-9|~|~|~|~|VII Hepatic tumors|20182499|2009
<1|5.1|10.7|7.5|30|VII Hepatic tumors|4003587|2009
1-4|3.7|5.9|4.7|76|VII(a) Hepatoblastoma|16240931|2009
10-14|~|~|~|~|VII(a) Hepatoblastoma|20660564|2009
15-19|~|~|~|~|VII(a) Hepatoblastoma|22192810|2009
5-9|~|~|~|~|VII(a) Hepatoblastoma|20182499|2009
<1|4.6|10.1|7.0|28|VII(a) Hepatoblastoma|4003587|2009
1-4|~|~|~|~|VII(b) Hepatic carcinomas|16240931|2009
10-14|~|~|~|~|VII(b) Hepatic carcinomas|20660564|2009
15-19|0.9|1.9|1.4|30|VII(b) Hepatic carcinomas|22192810|2009
5-9|~|~|~|~|VII(b) Hepatic carcinomas|20182499|2009
<1|~|~|~|~|VII(b) Hepatic carcinomas|4003587|2009
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|16240931|2009
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20660564|2009
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|22192810|2009
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|20182499|2009
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|4003587|2009
1-4|0.8|2.0|1.3|21|VIII Malignant bone tumors|16240931|2009
10-14|12.5|15.8|14.1|291|VIII Malignant bone tumors|20660564|2009
15-19|13.4|16.7|15.0|333|VIII Malignant bone tumors|22192810|2009
5-9|4.5|6.6|5.5|111|VIII Malignant bone tumors|20182499|2009
<1|~|~|~|~|VIII Malignant bone tumors|4003587|2009
1-4|~|~|~|~|VIII(a) Osteosarcomas|16240931|2009
10-14|7.1|9.6|8.3|171|VIII(a) Osteosarcomas|20660564|2009
15-19|7.1|9.6|8.3|184|VIII(a) Osteosarcomas|22192810|2009
5-9|2.4|4.0|3.2|64|VIII(a) Osteosarcomas|20182499|2009
<1|~|~|~|~|VIII(a) Osteosarcomas|4003587|2009
1-4|~|~|~|~|VIII(b) Chondrosarcomas|16240931|2009
10-14|~|~|~|~|VIII(b) Chondrosarcomas|20660564|2009
15-19|0.7|1.6|1.0|23|VIII(b) Chondrosarcomas|22192810|2009
5-9|~|~|~|~|VIII(b) Chondrosarcomas|20182499|2009
<1|~|~|~|~|VIII(b) Chondrosarcomas|4003587|2009
1-4|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|16240931|2009
10-14|3.5|5.4|4.4|91|VIII(c) Ewing tumor and related sarcomas of bone|20660564|2009
15-19|3.8|5.6|4.6|103|VIII(c) Ewing tumor and related sarcomas of bone|22192810|2009
5-9|1.3|2.6|1.9|38|VIII(c) Ewing tumor and related sarcomas of bone|20182499|2009
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|4003587|2009
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|16240931|2009
10-14|0.4|1.3|0.8|16|VIII(d) Other specified malignant bone tumors|20660564|2009
15-19|0.5|1.3|0.8|18|VIII(d) Other specified malignant bone tumors|22192810|2009
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|20182499|2009
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|4003587|2009
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|16240931|2009
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20660564|2009
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|22192810|2009
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20182499|2009
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|4003587|2009
1-4|2.4|4.2|3.2|52|X Germ cell, trophoblastic tumors & neoplasms of gonads|16240931|2009
10-14|6.1|8.4|7.2|148|X Germ cell, trophoblastic tumors & neoplasms of gonads|20660564|2009
15-19|27.4|32.0|29.6|657|X Germ cell, trophoblastic tumors & neoplasms of gonads|22192810|2009
5-9|2.0|3.5|2.7|54|X Germ cell, trophoblastic tumors & neoplasms of gonads|20182499|2009
<1|15.6|24.6|19.7|79|X Germ cell, trophoblastic tumors & neoplasms of gonads|4003587|2009
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|16240931|2009
10-14|1.7|3.0|2.3|47|X(a) Intracranial & intraspinal germ cell tumors|20660564|2009
15-19|1.9|3.3|2.5|56|X(a) Intracranial & intraspinal germ cell tumors|22192810|2009
5-9|0.9|1.9|1.3|27|X(a) Intracranial & intraspinal germ cell tumors|20182499|2009
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|4003587|2009
1-4|0.8|2.1|1.4|22|X(b) Malignant extracranial & extragonadal germ cell tumors|16240931|2009
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20660564|2009
15-19|1.4|2.6|1.9|42|X(b) Malignant extracranial & extragonadal germ cell tumors|22192810|2009
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|20182499|2009
<1|7.3|13.9|10.2|41|X(b) Malignant extracranial & extragonadal germ cell tumors|4003587|2009
1-4|1.1|2.5|1.7|28|X(c) Malignant gonadal germ cell tumors|16240931|2009
10-14|3.2|5.0|4.0|83|X(c) Malignant gonadal germ cell tumors|20660564|2009
15-19|20.3|24.3|22.2|493|X(c) Malignant gonadal germ cell tumors|22192810|2009
5-9|0.6|1.6|1.0|21|X(c) Malignant gonadal germ cell tumors|20182499|2009
<1|4.6|10.1|7.0|28|X(c) Malignant gonadal germ cell tumors|4003587|2009
1-4|~|~|~|~|X(d) Gonadal carcinomas|16240931|2009
10-14|~|~|~|~|X(d) Gonadal carcinomas|20660564|2009
15-19|1.5|2.7|2.0|45|X(d) Gonadal carcinomas|22192810|2009
5-9|~|~|~|~|X(d) Gonadal carcinomas|20182499|2009
<1|~|~|~|~|X(d) Gonadal carcinomas|4003587|2009
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|16240931|2009
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20660564|2009
15-19|0.6|1.4|0.9|21|X(e) Other and unspecified malignant gonadal tumors|22192810|2009
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|20182499|2009
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|4003587|2009
1-4|0.9|2.1|1.4|23|XI Other malignant epithelial neoplasms and malignant melanomas|16240931|2009
10-14|13.5|16.9|15.1|313|XI Other malignant epithelial neoplasms and malignant melanomas|20660564|2009
15-19|48.0|54.0|51.0|1131|XI Other malignant epithelial neoplasms and malignant melanomas|22192810|2009
5-9|3.0|4.7|3.8|76|XI Other malignant epithelial neoplasms and malignant melanomas|20182499|2009
<1|3.8|8.9|6.0|24|XI Other malignant epithelial neoplasms and malignant melanomas|4003587|2009
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|16240931|2009
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|20660564|2009
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|22192810|2009
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|20182499|2009
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|4003587|2009
1-4|~|~|~|~|XI(b) Thyroid carcinomas|16240931|2009
10-14|5.9|8.2|7.0|144|XI(b) Thyroid carcinomas|20660564|2009
15-19|22.2|26.3|24.2|536|XI(b) Thyroid carcinomas|22192810|2009
5-9|0.9|2.0|1.4|28|XI(b) Thyroid carcinomas|20182499|2009
<1|~|~|~|~|XI(b) Thyroid carcinomas|4003587|2009
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|16240931|2009
10-14|0.7|1.6|1.1|22|XI(c) Nasopharyngeal carcinomas|20660564|2009
15-19|1.1|2.1|1.5|34|XI(c) Nasopharyngeal carcinomas|22192810|2009
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|20182499|2009
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|4003587|2009
1-4|~|~|~|~|XI(d) Malignant melanomas|16240931|2009
10-14|1.7|3.1|2.3|48|XI(d) Malignant melanomas|20660564|2009
15-19|11.2|14.2|12.7|281|XI(d) Malignant melanomas|22192810|2009
5-9|0.8|1.9|1.3|26|XI(d) Malignant melanomas|20182499|2009
<1|~|~|~|~|XI(d) Malignant melanomas|4003587|2009
1-4|~|~|~|~|XI(e) Skin carcinomas|16240931|2009
10-14|~|~|~|~|XI(e) Skin carcinomas|20660564|2009
15-19|~|~|~|~|XI(e) Skin carcinomas|22192810|2009
5-9|~|~|~|~|XI(e) Skin carcinomas|20182499|2009
<1|~|~|~|~|XI(e) Skin carcinomas|4003587|2009
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|16240931|2009
10-14|3.4|5.2|4.3|88|XI(f) Other and unspecified carcinomas|20660564|2009
15-19|10.8|13.7|12.2|270|XI(f) Other and unspecified carcinomas|22192810|2009
5-9|0.6|1.5|0.9|19|XI(f) Other and unspecified carcinomas|20182499|2009
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|4003587|2009
1-4|0.6|1.7|1.0|17|XII Other and unspecified malignant neoplasms|16240931|2009
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|20660564|2009
15-19|0.8|1.8|1.2|27|XII Other and unspecified malignant neoplasms|22192810|2009
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|20182499|2009
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|4003587|2009
1-4|~|~|~|~|XII(a) Other specified malignant tumors|16240931|2009
10-14|~|~|~|~|XII(a) Other specified malignant tumors|20660564|2009
15-19|~|~|~|~|XII(a) Other specified malignant tumors|22192810|2009
5-9|~|~|~|~|XII(a) Other specified malignant tumors|20182499|2009
<1|~|~|~|~|XII(a) Other specified malignant tumors|4003587|2009
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|16240931|2009
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|20660564|2009
15-19|0.4|1.2|0.8|17|XII(b) Other unspecified malignant tumors|22192810|2009
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|20182499|2009
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|4003587|2009
1-4|226.1|241.1|233.5|3792|All ICCC Groups Combined|16238221|2010
10-14|136.3|146.6|141.3|2923|All ICCC Groups Combined|20681132|2010
15-19|209.4|221.7|215.5|4737|All ICCC Groups Combined|21983037|2010
5-9|126.8|136.9|131.8|2679|All ICCC Groups Combined|20331731|2010
<1|251.9|284.4|267.8|1058|All ICCC Groups Combined|3951330|2010
1-4|89.0|98.5|93.7|1521|I Leukemias, myeloproliferative & myelodysplastic diseases|16238221|2010
10-14|32.1|37.2|34.6|715|I Leukemias, myeloproliferative & myelodysplastic diseases|20681132|2010
15-19|30.8|35.7|33.2|729|I Leukemias, myeloproliferative & myelodysplastic diseases|21983037|2010
5-9|41.4|47.2|44.2|899|I Leukemias, myeloproliferative & myelodysplastic diseases|20331731|2010
<1|45.3|59.8|52.1|206|I Leukemias, myeloproliferative & myelodysplastic diseases|3951330|2010
1-4|72.5|81.1|76.7|1246|I(a) Lymphoid leukemias|16238221|2010
10-14|20.3|24.4|22.3|461|I(a) Lymphoid leukemias|20681132|2010
15-19|14.0|17.4|15.6|344|I(a) Lymphoid leukemias|21983037|2010
5-9|34.3|39.7|36.9|751|I(a) Lymphoid leukemias|20331731|2010
<1|12.3|20.4|15.9|63|I(a) Lymphoid leukemias|3951330|2010
1-4|8.6|11.8|10.1|164|I(b) Acute myeloid leukemias|16238221|2010
10-14|6.2|8.6|7.3|151|I(b) Acute myeloid leukemias|20681132|2010
15-19|8.9|11.6|10.2|224|I(b) Acute myeloid leukemias|21983037|2010
5-9|3.2|5.0|4.0|81|I(b) Acute myeloid leukemias|20331731|2010
<1|16.1|25.2|20.2|80|I(b) Acute myeloid leukemias|3951330|2010
1-4|1.1|2.4|1.7|27|I(c) Chronic myeloproliferative diseases|16238221|2010
10-14|1.9|3.3|2.5|52|I(c) Chronic myeloproliferative diseases|20681132|2010
15-19|3.8|5.6|4.6|102|I(c) Chronic myeloproliferative diseases|21983037|2010
5-9|0.8|1.8|1.2|25|I(c) Chronic myeloproliferative diseases|20331731|2010
<1|~|~|~|~|I(c) Chronic myeloproliferative diseases|3951330|2010
1-4|1.6|3.1|2.3|37|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|16238221|2010
10-14|0.7|1.7|1.2|24|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|20681132|2010
