AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|EVENT_TYPE|POPULATION|SITE|YEAR
<1|~|~|~|~|Incidence|2109846|Prostate|2008
1-4|~|~|~|~|Incidence|16138392|Stomach|2008
10-14|~|~|~|~|Incidence|20706655|Stomach|2008
15-19|0.0|0.1|0.1|16|Incidence|22210880|Stomach|2008
5-9|~|~|~|~|Incidence|19929602|Stomach|2008
<1|~|~|~|~|Incidence|4132735|Stomach|2008
1-4|0.2|0.5|0.3|28|Incidence|8247098|Testis|2008
10-14|0.1|0.3|0.2|19|Incidence|10598181|Testis|2008
15-19|3.3|4.0|3.6|415|Incidence|11405732|Testis|2008
5-9|~|~|~|~|Incidence|10181114|Testis|2008
<1|0.7|1.6|1.1|23|Incidence|2109846|Testis|2008
1-4|~|~|~|~|Incidence|16138392|Thyroid|2008
10-14|0.5|0.7|0.6|125|Incidence|20706655|Thyroid|2008
15-19|2.2|2.6|2.4|538|Incidence|22210880|Thyroid|2008
5-9|0.1|0.2|0.1|26|Incidence|19929602|Thyroid|2008
<1|~|~|~|~|Incidence|4132735|Thyroid|2008
1-4|~|~|~|~|Incidence|16138392|Urinary Bladder|2008
10-14|~|~|~|~|Incidence|20706655|Urinary Bladder|2008
15-19|0.0|0.1|0.1|18|Incidence|22210880|Urinary Bladder|2008
5-9|~|~|~|~|Incidence|19929602|Urinary Bladder|2008
<1|~|~|~|~|Incidence|4132735|Urinary Bladder|2008
1-4|2.2|2.7|2.4|394|Mortality|16138392|All Cancer Sites Combined|2008
10-14|1.9|2.3|2.1|433|Mortality|20706655|All Cancer Sites Combined|2008
15-19|2.9|3.3|3.1|685|Mortality|22210880|All Cancer Sites Combined|2008
5-9|2.1|2.5|2.3|457|Mortality|19929602|All Cancer Sites Combined|2008
<1|1.3|2.1|1.7|70|Mortality|4132735|All Cancer Sites Combined|2008
1-4|0.6|0.9|0.7|119|Mortality|16138392|Brain and Other Nervous System|2008
10-14|0.5|0.7|0.6|125|Mortality|20706655|Brain and Other Nervous System|2008
15-19|0.4|0.6|0.5|104|Mortality|22210880|Brain and Other Nervous System|2008
5-9|0.7|1.0|0.9|174|Mortality|19929602|Brain and Other Nervous System|2008
<1|~|~|~|~|Mortality|4132735|Brain and Other Nervous System|2008
1-4|~|~|~|~|Mortality|7891294|Cervix|2008
10-14|~|~|~|~|Mortality|10108474|Cervix|2008
15-19|~|~|~|~|Mortality|10805148|Cervix|2008
5-9|~|~|~|~|Mortality|9748488|Cervix|2008
<1|~|~|~|~|Mortality|2022889|Cervix|2008
1-4|~|~|~|~|Mortality|16138392|Colon and Rectum|2008
10-14|~|~|~|~|Mortality|20706655|Colon and Rectum|2008
15-19|~|~|~|~|Mortality|22210880|Colon and Rectum|2008
5-9|~|~|~|~|Mortality|19929602|Colon and Rectum|2008
<1|~|~|~|~|Mortality|4132735|Colon and Rectum|2008
1-4|~|~|~|~|Mortality|7891294|Corpus and Uterus, NOS|2008
10-14|~|~|~|~|Mortality|10108474|Corpus and Uterus, NOS|2008
15-19|~|~|~|~|Mortality|10805148|Corpus and Uterus, NOS|2008
5-9|~|~|~|~|Mortality|9748488|Corpus and Uterus, NOS|2008
<1|~|~|~|~|Mortality|2022889|Corpus and Uterus, NOS|2008
1-4|~|~|~|~|Mortality|16138392|Esophagus|2008
10-14|~|~|~|~|Mortality|20706655|Esophagus|2008
15-19|~|~|~|~|Mortality|22210880|Esophagus|2008
5-9|~|~|~|~|Mortality|19929602|Esophagus|2008
<1|~|~|~|~|Mortality|4132735|Esophagus|2008
1-4|~|~|~|~|Mortality|7891294|Female Breast|2008
10-14|~|~|~|~|Mortality|10108474|Female Breast|2008
15-19|~|~|~|~|Mortality|10805148|Female Breast|2008
5-9|~|~|~|~|Mortality|9748488|Female Breast|2008
<1|~|~|~|~|Mortality|2022889|Female Breast|2008
1-4|~|~|~|~|Mortality|16138392|Hodgkin Lymphoma|2008
10-14|~|~|~|~|Mortality|20706655|Hodgkin Lymphoma|2008
15-19|~|~|~|~|Mortality|22210880|Hodgkin Lymphoma|2008
5-9|~|~|~|~|Mortality|19929602|Hodgkin Lymphoma|2008
<1|~|~|~|~|Mortality|4132735|Hodgkin Lymphoma|2008
1-4|.|.|.|.|Mortality|16138392|Kaposi Sarcoma|2008
10-14|.|.|.|.|Mortality|20706655|Kaposi Sarcoma|2008
15-19|.|.|.|.|Mortality|22210880|Kaposi Sarcoma|2008
5-9|.|.|.|.|Mortality|19929602|Kaposi Sarcoma|2008
<1|.|.|.|.|Mortality|4132735|Kaposi Sarcoma|2008
1-4|~|~|~|~|Mortality|16138392|Kidney and Renal Pelvis|2008
10-14|~|~|~|~|Mortality|20706655|Kidney and Renal Pelvis|2008
15-19|~|~|~|~|Mortality|22210880|Kidney and Renal Pelvis|2008
5-9|0.1|0.2|0.1|26|Mortality|19929602|Kidney and Renal Pelvis|2008
<1|~|~|~|~|Mortality|4132735|Kidney and Renal Pelvis|2008
1-4|~|~|~|~|Mortality|16138392|Larynx|2008
10-14|~|~|~|~|Mortality|20706655|Larynx|2008
15-19|~|~|~|~|Mortality|22210880|Larynx|2008
5-9|~|~|~|~|Mortality|19929602|Larynx|2008
<1|~|~|~|~|Mortality|4132735|Larynx|2008
1-4|0.6|0.9|0.8|123|Mortality|16138392|Leukemias|2008
10-14|0.6|0.9|0.7|152|Mortality|20706655|Leukemias|2008
15-19|0.8|1.0|0.9|196|Mortality|22210880|Leukemias|2008
5-9|0.4|0.6|0.5|100|Mortality|19929602|Leukemias|2008
<1|0.4|1.0|0.7|27|Mortality|4132735|Leukemias|2008
1-4|0.1|0.2|0.1|20|Mortality|16138392|Liver and Intrahepatic Bile Duct|2008
10-14|~|~|~|~|Mortality|20706655|Liver and Intrahepatic Bile Duct|2008
15-19|0.0|0.1|0.1|16|Mortality|22210880|Liver and Intrahepatic Bile Duct|2008
5-9|~|~|~|~|Mortality|19929602|Liver and Intrahepatic Bile Duct|2008
<1|~|~|~|~|Mortality|4132735|Liver and Intrahepatic Bile Duct|2008
1-4|~|~|~|~|Mortality|16138392|Lung and Bronchus|2008
10-14|~|~|~|~|Mortality|20706655|Lung and Bronchus|2008
15-19|~|~|~|~|Mortality|22210880|Lung and Bronchus|2008
5-9|~|~|~|~|Mortality|19929602|Lung and Bronchus|2008
<1|~|~|~|~|Mortality|4132735|Lung and Bronchus|2008
1-4|~|~|~|~|Mortality|7891294|Male and Female Breast|2008
10-14|~|~|~|~|Mortality|10108474|Male and Female Breast|2008
15-19|~|~|~|~|Mortality|10805148|Male and Female Breast|2008
5-9|~|~|~|~|Mortality|9748488|Male and Female Breast|2008
<1|~|~|~|~|Mortality|2022889|Male and Female Breast|2008
1-4|~|~|~|~|Mortality|16138392|Melanomas of the Skin|2008
10-14|~|~|~|~|Mortality|20706655|Melanomas of the Skin|2008
15-19|~|~|~|~|Mortality|22210880|Melanomas of the Skin|2008
5-9|~|~|~|~|Mortality|19929602|Melanomas of the Skin|2008
<1|~|~|~|~|Mortality|4132735|Melanomas of the Skin|2008
1-4|~|~|~|~|Mortality|16138392|Mesothelioma|2008
10-14|~|~|~|~|Mortality|20706655|Mesothelioma|2008
15-19|~|~|~|~|Mortality|22210880|Mesothelioma|2008
5-9|~|~|~|~|Mortality|19929602|Mesothelioma|2008
<1|~|~|~|~|Mortality|4132735|Mesothelioma|2008
1-4|~|~|~|~|Mortality|16138392|Myeloma|2008
10-14|~|~|~|~|Mortality|20706655|Myeloma|2008
15-19|~|~|~|~|Mortality|22210880|Myeloma|2008
5-9|~|~|~|~|Mortality|19929602|Myeloma|2008
<1|~|~|~|~|Mortality|4132735|Myeloma|2008
1-4|~|~|~|~|Mortality|16138392|Non-Hodgkin Lymphoma|2008
10-14|~|~|~|~|Mortality|20706655|Non-Hodgkin Lymphoma|2008
15-19|0.2|0.3|0.2|54|Mortality|22210880|Non-Hodgkin Lymphoma|2008
5-9|0.1|0.2|0.1|20|Mortality|19929602|Non-Hodgkin Lymphoma|2008
<1|~|~|~|~|Mortality|4132735|Non-Hodgkin Lymphoma|2008
1-4|~|~|~|~|Mortality|16138392|Oral Cavity and Pharynx|2008
10-14|~|~|~|~|Mortality|20706655|Oral Cavity and Pharynx|2008
15-19|~|~|~|~|Mortality|22210880|Oral Cavity and Pharynx|2008
5-9|~|~|~|~|Mortality|19929602|Oral Cavity and Pharynx|2008
<1|~|~|~|~|Mortality|4132735|Oral Cavity and Pharynx|2008
1-4|~|~|~|~|Mortality|7891294|Ovary|2008
10-14|~|~|~|~|Mortality|10108474|Ovary|2008
15-19|~|~|~|~|Mortality|10805148|Ovary|2008
5-9|~|~|~|~|Mortality|9748488|Ovary|2008
<1|~|~|~|~|Mortality|2022889|Ovary|2008
1-4|~|~|~|~|Mortality|16138392|Pancreas|2008
10-14|~|~|~|~|Mortality|20706655|Pancreas|2008
15-19|~|~|~|~|Mortality|22210880|Pancreas|2008
5-9|~|~|~|~|Mortality|19929602|Pancreas|2008
<1|~|~|~|~|Mortality|4132735|Pancreas|2008
1-4|~|~|~|~|Mortality|8247098|Prostate|2008
10-14|~|~|~|~|Mortality|10598181|Prostate|2008
15-19|~|~|~|~|Mortality|11405732|Prostate|2008
5-9|~|~|~|~|Mortality|10181114|Prostate|2008
<1|~|~|~|~|Mortality|2109846|Prostate|2008
1-4|~|~|~|~|Mortality|16138392|Stomach|2008
10-14|~|~|~|~|Mortality|20706655|Stomach|2008
15-19|~|~|~|~|Mortality|22210880|Stomach|2008
5-9|~|~|~|~|Mortality|19929602|Stomach|2008
<1|~|~|~|~|Mortality|4132735|Stomach|2008
1-4|~|~|~|~|Mortality|8247098|Testis|2008
10-14|~|~|~|~|Mortality|10598181|Testis|2008
15-19|~|~|~|~|Mortality|11405732|Testis|2008
5-9|~|~|~|~|Mortality|10181114|Testis|2008
<1|~|~|~|~|Mortality|2109846|Testis|2008
1-4|~|~|~|~|Mortality|16138392|Thyroid|2008
10-14|~|~|~|~|Mortality|20706655|Thyroid|2008
15-19|~|~|~|~|Mortality|22210880|Thyroid|2008
5-9|~|~|~|~|Mortality|19929602|Thyroid|2008
<1|~|~|~|~|Mortality|4132735|Thyroid|2008
1-4|~|~|~|~|Mortality|16138392|Urinary Bladder|2008
10-14|~|~|~|~|Mortality|20706655|Urinary Bladder|2008
15-19|~|~|~|~|Mortality|22210880|Urinary Bladder|2008
5-9|~|~|~|~|Mortality|19929602|Urinary Bladder|2008
<1|~|~|~|~|Mortality|4132735|Urinary Bladder|2008
1-4|21.4|22.8|22.1|3591|Incidence|16240931|All Cancer Sites Combined|2009
10-14|13.1|14.1|13.6|2810|Incidence|20660564|All Cancer Sites Combined|2009
15-19|21.5|22.8|22.1|4913|Incidence|22192810|All Cancer Sites Combined|2009
5-9|12.0|13.0|12.5|2529|Incidence|20182499|All Cancer Sites Combined|2009
<1|25.0|28.2|26.6|1065|Incidence|4003587|All Cancer Sites Combined|2009
1-4|4.1|4.8|4.4|717|Incidence|16240931|Brain and Other Nervous System|2009
10-14|2.6|3.0|2.8|579|Incidence|20660564|Brain and Other Nervous System|2009
15-19|2.1|2.4|2.2|498|Incidence|22192810|Brain and Other Nervous System|2009
5-9|3.4|3.9|3.6|730|Incidence|20182499|Brain and Other Nervous System|2009
<1|3.6|4.9|4.2|169|Incidence|4003587|Brain and Other Nervous System|2009
1-4|~|~|~|~|Incidence|7943260|Cervix|2009
10-14|~|~|~|~|Incidence|10088732|Cervix|2009
15-19|0.1|0.3|0.2|24|Incidence|10804571|Cervix|2009
5-9|~|~|~|~|Incidence|9874744|Cervix|2009
<1|~|~|~|~|Incidence|1959169|Cervix|2009
1-4|~|~|~|~|Incidence|16240931|Colon and Rectum|2009
10-14|0.0|0.1|0.1|17|Incidence|20660564|Colon and Rectum|2009
15-19|0.2|0.3|0.2|54|Incidence|22192810|Colon and Rectum|2009
5-9|~|~|~|~|Incidence|20182499|Colon and Rectum|2009
<1|~|~|~|~|Incidence|4003587|Colon and Rectum|2009
1-4|~|~|~|~|Incidence|7943260|Corpus and Uterus, NOS|2009
10-14|~|~|~|~|Incidence|10088732|Corpus and Uterus, NOS|2009
15-19|~|~|~|~|Incidence|10804571|Corpus and Uterus, NOS|2009
5-9|~|~|~|~|Incidence|9874744|Corpus and Uterus, NOS|2009
<1|~|~|~|~|Incidence|1959169|Corpus and Uterus, NOS|2009
1-4|~|~|~|~|Incidence|16240931|Esophagus|2009
10-14|~|~|~|~|Incidence|20660564|Esophagus|2009
15-19|~|~|~|~|Incidence|22192810|Esophagus|2009
5-9|~|~|~|~|Incidence|20182499|Esophagus|2009
<1|~|~|~|~|Incidence|4003587|Esophagus|2009
1-4|~|~|~|~|Incidence|7943260|Female Breast|2009
10-14|~|~|~|~|Incidence|10088732|Female Breast|2009
15-19|0.1|0.3|0.2|19|Incidence|10804571|Female Breast|2009
5-9|~|~|~|~|Incidence|9874744|Female Breast|2009
<1|~|~|~|~|Incidence|1959169|Female Breast|2009
1-4|~|~|~|~|Incidence|7943260|Female Breast, <i>in situ</i>|2009
10-14|~|~|~|~|Incidence|10088732|Female Breast, <i>in situ</i>|2009
15-19|~|~|~|~|Incidence|10804571|Female Breast, <i>in situ</i>|2009
5-9|~|~|~|~|Incidence|9874744|Female Breast, <i>in situ</i>|2009
<1|~|~|~|~|Incidence|1959169|Female Breast, <i>in situ</i>|2009
1-4|0.1|0.2|0.1|22|Incidence|16240931|Hodgkin Lymphoma|2009
10-14|1.0|1.3|1.2|240|Incidence|20660564|Hodgkin Lymphoma|2009
15-19|3.1|3.6|3.3|734|Incidence|22192810|Hodgkin Lymphoma|2009
5-9|0.3|0.5|0.4|85|Incidence|20182499|Hodgkin Lymphoma|2009
<1|~|~|~|~|Incidence|4003587|Hodgkin Lymphoma|2009
1-4|~|~|~|~|Incidence|16240931|Kaposi Sarcoma|2009
10-14|~|~|~|~|Incidence|20660564|Kaposi Sarcoma|2009
15-19|~|~|~|~|Incidence|22192810|Kaposi Sarcoma|2009
5-9|~|~|~|~|Incidence|20182499|Kaposi Sarcoma|2009
<1|~|~|~|~|Incidence|4003587|Kaposi Sarcoma|2009
1-4|2.0|2.4|2.2|354|Incidence|16240931|Kidney and Renal Pelvis|2009
10-14|0.1|0.2|0.2|32|Incidence|20660564|Kidney and Renal Pelvis|2009
15-19|0.1|0.3|0.2|43|Incidence|22192810|Kidney and Renal Pelvis|2009
5-9|0.5|0.7|0.6|124|Incidence|20182499|Kidney and Renal Pelvis|2009
<1|1.7|2.6|2.1|83|Incidence|4003587|Kidney and Renal Pelvis|2009
1-4|~|~|~|~|Incidence|16240931|Larynx|2009
10-14|~|~|~|~|Incidence|20660564|Larynx|2009
15-19|~|~|~|~|Incidence|22192810|Larynx|2009
5-9|~|~|~|~|Incidence|20182499|Larynx|2009
<1|~|~|~|~|Incidence|4003587|Larynx|2009
1-4|8.7|9.6|9.2|1487|Incidence|16240931|Leukemias|2009
10-14|2.8|3.3|3.0|627|Incidence|20660564|Leukemias|2009
15-19|2.6|3.1|2.8|627|Incidence|22192810|Leukemias|2009
5-9|3.9|4.4|4.2|838|Incidence|20182499|Leukemias|2009
<1|3.4|4.7|4.0|162|Incidence|4003587|Leukemias|2009
1-4|0.4|0.6|0.5|82|Incidence|16240931|Liver and Intrahepatic Bile Duct|2009
10-14|0.1|0.2|0.1|25|Incidence|20660564|Liver and Intrahepatic Bile Duct|2009
15-19|0.1|0.2|0.1|31|Incidence|22192810|Liver and Intrahepatic Bile Duct|2009
5-9|~|~|~|~|Incidence|20182499|Liver and Intrahepatic Bile Duct|2009
<1|0.7|1.3|0.9|38|Incidence|4003587|Liver and Intrahepatic Bile Duct|2009
1-4|~|~|~|~|Incidence|16240931|Lung and Bronchus|2009
10-14|~|~|~|~|Incidence|20660564|Lung and Bronchus|2009
15-19|0.1|0.2|0.2|40|Incidence|22192810|Lung and Bronchus|2009
5-9|~|~|~|~|Incidence|20182499|Lung and Bronchus|2009
<1|~|~|~|~|Incidence|4003587|Lung and Bronchus|2009
1-4|~|~|~|~|Incidence|7943260|Male and Female Breast|2009
10-14|~|~|~|~|Incidence|10088732|Male and Female Breast|2009
15-19|0.1|0.3|0.2|19|Incidence|10804571|Male and Female Breast|2009
5-9|~|~|~|~|Incidence|9874744|Male and Female Breast|2009
<1|~|~|~|~|Incidence|1959169|Male and Female Breast|2009
1-4|~|~|~|~|Incidence|7943260|Male and Female Breast, <i>in situ</i>|2009
10-14|~|~|~|~|Incidence|10088732|Male and Female Breast, <i>in situ</i>|2009
15-19|~|~|~|~|Incidence|10804571|Male and Female Breast, <i>in situ</i>|2009
5-9|~|~|~|~|Incidence|9874744|Male and Female Breast, <i>in situ</i>|2009
<1|~|~|~|~|Incidence|1959169|Male and Female Breast, <i>in situ</i>|2009
1-4|~|~|~|~|Incidence|16240931|Melanomas of the Skin|2009
10-14|0.2|0.3|0.2|47|Incidence|20660564|Melanomas of the Skin|2009
15-19|1.1|1.4|1.2|271|Incidence|22192810|Melanomas of the Skin|2009
5-9|0.1|0.2|0.1|25|Incidence|20182499|Melanomas of the Skin|2009
<1|~|~|~|~|Incidence|4003587|Melanomas of the Skin|2009
1-4|~|~|~|~|Incidence|16240931|Mesothelioma|2009
10-14|~|~|~|~|Incidence|20660564|Mesothelioma|2009
15-19|~|~|~|~|Incidence|22192810|Mesothelioma|2009
5-9|~|~|~|~|Incidence|20182499|Mesothelioma|2009
<1|~|~|~|~|Incidence|4003587|Mesothelioma|2009
1-4|~|~|~|~|Incidence|16240931|Myeloma|2009
10-14|~|~|~|~|Incidence|20660564|Myeloma|2009
15-19|~|~|~|~|Incidence|22192810|Myeloma|2009
5-9|~|~|~|~|Incidence|20182499|Myeloma|2009
<1|~|~|~|~|Incidence|4003587|Myeloma|2009
1-4|0.5|0.8|0.6|102|Incidence|16240931|Non-Hodgkin Lymphoma|2009
10-14|1.1|1.4|1.3|260|Incidence|20660564|Non-Hodgkin Lymphoma|2009
15-19|1.5|1.9|1.7|372|Incidence|22192810|Non-Hodgkin Lymphoma|2009
5-9|0.8|1.1|1.0|197|Incidence|20182499|Non-Hodgkin Lymphoma|2009
<1|0.2|0.7|0.4|17|Incidence|4003587|Non-Hodgkin Lymphoma|2009
1-4|~|~|~|~|Incidence|16240931|Oral Cavity and Pharynx|2009
10-14|0.3|0.4|0.3|72|Incidence|20660564|Oral Cavity and Pharynx|2009
15-19|0.4|0.6|0.5|119|Incidence|22192810|Oral Cavity and Pharynx|2009
5-9|0.1|0.2|0.1|27|Incidence|20182499|Oral Cavity and Pharynx|2009
<1|~|~|~|~|Incidence|4003587|Oral Cavity and Pharynx|2009
1-4|~|~|~|~|Incidence|7943260|Ovary|2009
10-14|0.6|0.9|0.7|73|Incidence|10088732|Ovary|2009
15-19|1.3|1.8|1.5|163|Incidence|10804571|Ovary|2009
5-9|0.1|0.3|0.2|23|Incidence|9874744|Ovary|2009
<1|~|~|~|~|Incidence|1959169|Ovary|2009
1-4|~|~|~|~|Incidence|16240931|Pancreas|2009
10-14|~|~|~|~|Incidence|20660564|Pancreas|2009
15-19|~|~|~|~|Incidence|22192810|Pancreas|2009
5-9|~|~|~|~|Incidence|20182499|Pancreas|2009
<1|~|~|~|~|Incidence|4003587|Pancreas|2009
1-4|~|~|~|~|Incidence|8297671|Prostate|2009
10-14|~|~|~|~|Incidence|10571832|Prostate|2009
15-19|~|~|~|~|Incidence|11388239|Prostate|2009
5-9|~|~|~|~|Incidence|10307755|Prostate|2009
<1|~|~|~|~|Incidence|2044418|Prostate|2009
1-4|~|~|~|~|Incidence|16240931|Stomach|2009
10-14|~|~|~|~|Incidence|20660564|Stomach|2009
15-19|~|~|~|~|Incidence|22192810|Stomach|2009
5-9|~|~|~|~|Incidence|20182499|Stomach|2009
<1|~|~|~|~|Incidence|4003587|Stomach|2009
1-4|0.3|0.6|0.4|33|Incidence|8297671|Testis|2009
10-14|0.2|0.3|0.2|25|Incidence|10571832|Testis|2009
15-19|3.2|3.9|3.6|407|Incidence|11388239|Testis|2009
5-9|~|~|~|~|Incidence|10307755|Testis|2009
<1|0.8|1.8|1.2|25|Incidence|2044418|Testis|2009
1-4|~|~|~|~|Incidence|16240931|Thyroid|2009
10-14|0.6|0.8|0.7|145|Incidence|20660564|Thyroid|2009
15-19|2.2|2.6|2.4|539|Incidence|22192810|Thyroid|2009
5-9|0.1|0.2|0.1|28|Incidence|20182499|Thyroid|2009
<1|~|~|~|~|Incidence|4003587|Thyroid|2009
1-4|~|~|~|~|Incidence|16240931|Urinary Bladder|2009
10-14|~|~|~|~|Incidence|20660564|Urinary Bladder|2009
15-19|~|~|~|~|Incidence|22192810|Urinary Bladder|2009
5-9|~|~|~|~|Incidence|20182499|Urinary Bladder|2009
<1|~|~|~|~|Incidence|4003587|Urinary Bladder|2009
1-4|1.9|2.4|2.2|350|Mortality|16240931|All Cancer Sites Combined|2009
10-14|1.8|2.2|2.0|419|Mortality|20660564|All Cancer Sites Combined|2009
15-19|2.7|3.1|2.9|644|Mortality|22192810|All Cancer Sites Combined|2009
5-9|2.2|2.6|2.4|477|Mortality|20182499|All Cancer Sites Combined|2009
<1|1.5|2.3|1.8|74|Mortality|4003587|All Cancer Sites Combined|2009
1-4|0.4|0.6|0.5|84|Mortality|16240931|Brain and Other Nervous System|2009
10-14|0.5|0.7|0.5|113|Mortality|20660564|Brain and Other Nervous System|2009
15-19|0.4|0.6|0.5|120|Mortality|22192810|Brain and Other Nervous System|2009
5-9|0.8|1.1|1.0|193|Mortality|20182499|Brain and Other Nervous System|2009
<1|~|~|~|~|Mortality|4003587|Brain and Other Nervous System|2009
1-4|~|~|~|~|Mortality|7943260|Cervix|2009
10-14|~|~|~|~|Mortality|10088732|Cervix|2009
15-19|~|~|~|~|Mortality|10804571|Cervix|2009
5-9|~|~|~|~|Mortality|9874744|Cervix|2009
<1|~|~|~|~|Mortality|1959169|Cervix|2009
1-4|~|~|~|~|Mortality|16240931|Colon and Rectum|2009
10-14|~|~|~|~|Mortality|20660564|Colon and Rectum|2009
15-19|~|~|~|~|Mortality|22192810|Colon and Rectum|2009
5-9|~|~|~|~|Mortality|20182499|Colon and Rectum|2009
<1|~|~|~|~|Mortality|4003587|Colon and Rectum|2009
1-4|~|~|~|~|Mortality|7943260|Corpus and Uterus, NOS|2009
10-14|~|~|~|~|Mortality|10088732|Corpus and Uterus, NOS|2009
15-19|~|~|~|~|Mortality|10804571|Corpus and Uterus, NOS|2009
5-9|~|~|~|~|Mortality|9874744|Corpus and Uterus, NOS|2009
<1|~|~|~|~|Mortality|1959169|Corpus and Uterus, NOS|2009
1-4|~|~|~|~|Mortality|16240931|Esophagus|2009
10-14|~|~|~|~|Mortality|20660564|Esophagus|2009
15-19|~|~|~|~|Mortality|22192810|Esophagus|2009
5-9|~|~|~|~|Mortality|20182499|Esophagus|2009
<1|~|~|~|~|Mortality|4003587|Esophagus|2009
1-4|~|~|~|~|Mortality|7943260|Female Breast|2009
10-14|~|~|~|~|Mortality|10088732|Female Breast|2009
15-19|~|~|~|~|Mortality|10804571|Female Breast|2009
5-9|~|~|~|~|Mortality|9874744|Female Breast|2009
<1|~|~|~|~|Mortality|1959169|Female Breast|2009
1-4|~|~|~|~|Mortality|16240931|Hodgkin Lymphoma|2009
10-14|~|~|~|~|Mortality|20660564|Hodgkin Lymphoma|2009
15-19|~|~|~|~|Mortality|22192810|Hodgkin Lymphoma|2009
5-9|~|~|~|~|Mortality|20182499|Hodgkin Lymphoma|2009
<1|~|~|~|~|Mortality|4003587|Hodgkin Lymphoma|2009
1-4|.|.|.|.|Mortality|16240931|Kaposi Sarcoma|2009
10-14|.|.|.|.|Mortality|20660564|Kaposi Sarcoma|2009
15-19|.|.|.|.|Mortality|22192810|Kaposi Sarcoma|2009
5-9|.|.|.|.|Mortality|20182499|Kaposi Sarcoma|2009
<1|.|.|.|.|Mortality|4003587|Kaposi Sarcoma|2009
1-4|~|~|~|~|Mortality|16240931|Kidney and Renal Pelvis|2009
10-14|~|~|~|~|Mortality|20660564|Kidney and Renal Pelvis|2009
15-19|~|~|~|~|Mortality|22192810|Kidney and Renal Pelvis|2009
5-9|0.0|0.1|0.1|17|Mortality|20182499|Kidney and Renal Pelvis|2009
<1|~|~|~|~|Mortality|4003587|Kidney and Renal Pelvis|2009
1-4|~|~|~|~|Mortality|16240931|Larynx|2009
10-14|~|~|~|~|Mortality|20660564|Larynx|2009
15-19|~|~|~|~|Mortality|22192810|Larynx|2009
5-9|~|~|~|~|Mortality|20182499|Larynx|2009
<1|~|~|~|~|Mortality|4003587|Larynx|2009
1-4|0.6|0.9|0.7|118|Mortality|16240931|Leukemias|2009
10-14|0.5|0.7|0.6|127|Mortality|20660564|Leukemias|2009
15-19|0.7|0.9|0.8|172|Mortality|22192810|Leukemias|2009
5-9|0.5|0.7|0.6|117|Mortality|20182499|Leukemias|2009
<1|0.4|1.0|0.7|27|Mortality|4003587|Leukemias|2009
1-4|~|~|~|~|Mortality|16240931|Liver and Intrahepatic Bile Duct|2009
10-14|~|~|~|~|Mortality|20660564|Liver and Intrahepatic Bile Duct|2009
15-19|0.0|0.1|0.1|16|Mortality|22192810|Liver and Intrahepatic Bile Duct|2009
5-9|~|~|~|~|Mortality|20182499|Liver and Intrahepatic Bile Duct|2009
<1|~|~|~|~|Mortality|4003587|Liver and Intrahepatic Bile Duct|2009
1-4|~|~|~|~|Mortality|16240931|Lung and Bronchus|2009
10-14|~|~|~|~|Mortality|20660564|Lung and Bronchus|2009
15-19|~|~|~|~|Mortality|22192810|Lung and Bronchus|2009
5-9|~|~|~|~|Mortality|20182499|Lung and Bronchus|2009
<1|~|~|~|~|Mortality|4003587|Lung and Bronchus|2009
1-4|~|~|~|~|Mortality|7943260|Male and Female Breast|2009
10-14|~|~|~|~|Mortality|10088732|Male and Female Breast|2009
15-19|~|~|~|~|Mortality|10804571|Male and Female Breast|2009
5-9|~|~|~|~|Mortality|9874744|Male and Female Breast|2009
<1|~|~|~|~|Mortality|1959169|Male and Female Breast|2009
1-4|~|~|~|~|Mortality|16240931|Melanomas of the Skin|2009
10-14|~|~|~|~|Mortality|20660564|Melanomas of the Skin|2009
15-19|~|~|~|~|Mortality|22192810|Melanomas of the Skin|2009
5-9|~|~|~|~|Mortality|20182499|Melanomas of the Skin|2009
<1|~|~|~|~|Mortality|4003587|Melanomas of the Skin|2009
1-4|~|~|~|~|Mortality|16240931|Mesothelioma|2009
10-14|~|~|~|~|Mortality|20660564|Mesothelioma|2009
15-19|~|~|~|~|Mortality|22192810|Mesothelioma|2009
5-9|~|~|~|~|Mortality|20182499|Mesothelioma|2009
<1|~|~|~|~|Mortality|4003587|Mesothelioma|2009
1-4|~|~|~|~|Mortality|16240931|Myeloma|2009
10-14|~|~|~|~|Mortality|20660564|Myeloma|2009
15-19|~|~|~|~|Mortality|22192810|Myeloma|2009
5-9|~|~|~|~|Mortality|20182499|Myeloma|2009
<1|~|~|~|~|Mortality|4003587|Myeloma|2009
1-4|~|~|~|~|Mortality|16240931|Non-Hodgkin Lymphoma|2009
10-14|0.1|0.1|0.1|20|Mortality|20660564|Non-Hodgkin Lymphoma|2009
15-19|0.1|0.2|0.2|37|Mortality|22192810|Non-Hodgkin Lymphoma|2009
5-9|~|~|~|~|Mortality|20182499|Non-Hodgkin Lymphoma|2009
<1|~|~|~|~|Mortality|4003587|Non-Hodgkin Lymphoma|2009
1-4|~|~|~|~|Mortality|16240931|Oral Cavity and Pharynx|2009
10-14|~|~|~|~|Mortality|20660564|Oral Cavity and Pharynx|2009
15-19|~|~|~|~|Mortality|22192810|Oral Cavity and Pharynx|2009
5-9|~|~|~|~|Mortality|20182499|Oral Cavity and Pharynx|2009
