AGE|AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|BEHAVIOR|COUNT|POPULATION|SEX|SITE|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
20+|~|~|~|Benign/Borderline|~|110320645|Female|Neuroepithelial|2005|~|~|~
20+|0.0|0.0|0.0|Malignant|23|110320645|Female|Neuroepithelial|2005|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|111567226|Female|Neuroepithelial|2006|~|~|~
20+|0.0|0.0|0.0|Malignant|16|111567226|Female|Neuroepithelial|2006|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|112783993|Female|Neuroepithelial|2007|~|~|~
20+|0.0|0.0|0.0|Malignant|20|112783993|Female|Neuroepithelial|2007|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|114027722|Female|Neuroepithelial|2008|~|~|~
20+|0.0|0.0|0.0|Malignant|27|114027722|Female|Neuroepithelial|2008|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|115293599|Female|Neuroepithelial|2009|~|~|~
20+|0.0|0.0|0.0|Malignant|21|115293599|Female|Neuroepithelial|2009|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116624437|Female|Neuroepithelial|2010|~|~|~
20+|0.0|0.0|0.0|Malignant|26|116624437|Female|Neuroepithelial|2010|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|591050309|Female|Neuroepithelial|2010-2014|~|~|~
20+|0.0|0.0|0.0|Malignant|119|591050309|Female|Neuroepithelial|2010-2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|116968997|Female|Neuroepithelial|2011|~|~|~
20+|0.0|0.0|0.0|Malignant|23|116968997|Female|Neuroepithelial|2011|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|119269696|Female|Neuroepithelial|2012|~|~|~
20+|0.0|0.0|0.0|Malignant|27|119269696|Female|Neuroepithelial|2012|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|120497646|Female|Neuroepithelial|2013|~|~|~
20+|0.0|0.0|0.0|Malignant|21|120497646|Female|Neuroepithelial|2013|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|121775584|Female|Neuroepithelial|2014|~|~|~
20+|0.0|0.0|0.0|Malignant|22|121775584|Female|Neuroepithelial|2014|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|153|109112165|Female|Neuronal/glial, neuronal|2004|0.1|0.2|0.1
20+|~|~|~|Malignant|~|109112165|Female|Neuronal/glial, neuronal|2004|~|~|~
20+|0.1|0.2|0.2|Benign/Borderline|182|110320645|Female|Neuronal/glial, neuronal|2005|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|19|110320645|Female|Neuronal/glial, neuronal|2005|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|186|111567226|Female|Neuronal/glial, neuronal|2006|0.1|0.2|0.2
20+|0.0|0.0|0.0|Malignant|17|111567226|Female|Neuronal/glial, neuronal|2006|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|201|112783993|Female|Neuronal/glial, neuronal|2007|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|22|112783993|Female|Neuronal/glial, neuronal|2007|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|203|114027722|Female|Neuronal/glial, neuronal|2008|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|24|114027722|Female|Neuronal/glial, neuronal|2008|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|220|115293599|Female|Neuronal/glial, neuronal|2009|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|22|115293599|Female|Neuronal/glial, neuronal|2009|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|245|116624437|Female|Neuronal/glial, neuronal|2010|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|.|116624437|Female|Neuronal/glial, neuronal|2010|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|1090|591050309|Female|Neuronal/glial, neuronal|2010-2014|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|83|591050309|Female|Neuronal/glial, neuronal|2010-2014|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|236|116968997|Female|Neuronal/glial, neuronal|2011|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|18|116968997|Female|Neuronal/glial, neuronal|2011|0.0|0.0|0.0
20+|0.2|0.2|0.2|Benign/Borderline|208|119269696|Female|Neuronal/glial, neuronal|2012|0.2|0.2|0.2
20+|0.0|0.0|0.0|Malignant|19|119269696|Female|Neuronal/glial, neuronal|2012|0.0|0.0|0.0
20+|0.1|0.2|0.1|Benign/Borderline|176|120497646|Female|Neuronal/glial, neuronal|2013|0.1|0.2|0.1
20+|~|~|~|Malignant|~|120497646|Female|Neuronal/glial, neuronal|2013|~|~|~
20+|0.2|0.2|0.2|Benign/Borderline|225|121775584|Female|Neuronal/glial, neuronal|2014|0.2|0.2|0.2
20+|~|~|~|Malignant|~|121775584|Female|Neuronal/glial, neuronal|2014|~|~|~
20+|~|~|~|Benign/Borderline|~|109112165|Female|Oligodendroglioma|2004|~|~|~
20+|0.3|0.4|0.3|Malignant|351|109112165|Female|Oligodendroglioma|2004|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|110320645|Female|Oligodendroglioma|2005|~|~|~
20+|0.3|0.4|0.3|Malignant|354|110320645|Female|Oligodendroglioma|2005|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|111567226|Female|Oligodendroglioma|2006|~|~|~
20+|0.3|0.4|0.3|Malignant|375|111567226|Female|Oligodendroglioma|2006|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|112783993|Female|Oligodendroglioma|2007|~|~|~
20+|0.3|0.4|0.3|Malignant|368|112783993|Female|Oligodendroglioma|2007|0.3|0.4|0.3
20+|~|~|~|Benign/Borderline|~|114027722|Female|Oligodendroglioma|2008|~|~|~
20+|0.3|0.4|0.3|Malignant|357|114027722|Female|Oligodendroglioma|2008|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|115293599|Female|Oligodendroglioma|2009|~|~|~
20+|0.3|0.4|0.3|Malignant|361|115293599|Female|Oligodendroglioma|2009|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|116624437|Female|Oligodendroglioma|2010|~|~|~
20+|0.3|0.3|0.3|Malignant|327|116624437|Female|Oligodendroglioma|2010|0.3|0.3|0.3
20+|~|~|~|Benign/Borderline|~|591050309|Female|Oligodendroglioma|2010-2014|~|~|~
20+|0.3|0.3|0.3|Malignant|1542|591050309|Female|Oligodendroglioma|2010-2014|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|116968997|Female|Oligodendroglioma|2011|~|~|~
20+|0.2|0.3|0.3|Malignant|308|116968997|Female|Oligodendroglioma|2011|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|119269696|Female|Oligodendroglioma|2012|~|~|~
20+|0.2|0.3|0.3|Malignant|291|119269696|Female|Oligodendroglioma|2012|0.2|0.3|0.2
20+|~|~|~|Benign/Borderline|~|120497646|Female|Oligodendroglioma|2013|~|~|~
20+|0.3|0.3|0.3|Malignant|332|120497646|Female|Oligodendroglioma|2013|0.2|0.3|0.3
20+|~|~|~|Benign/Borderline|~|121775584|Female|Oligodendroglioma|2014|~|~|~
20+|0.2|0.3|0.3|Malignant|295|121775584|Female|Oligodendroglioma|2014|0.2|0.3|0.2
20+|0.0|0.1|0.1|Benign/Borderline|67|109112165|Female|Other mesenchymal|2004|0.0|0.1|0.1
20+|0.0|0.0|0.0|Malignant|26|109112165|Female|Other mesenchymal|2004|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|81|110320645|Female|Other mesenchymal|2005|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|27|110320645|Female|Other mesenchymal|2005|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|86|111567226|Female|Other mesenchymal|2006|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|28|111567226|Female|Other mesenchymal|2006|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|83|112783993|Female|Other mesenchymal|2007|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|38|112783993|Female|Other mesenchymal|2007|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|102|114027722|Female|Other mesenchymal|2008|0.1|0.1|0.1
20+|0.0|0.1|0.0|Malignant|52|114027722|Female|Other mesenchymal|2008|0.0|0.1|0.0
20+|0.1|0.1|0.1|Benign/Borderline|94|115293599|Female|Other mesenchymal|2009|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|25|115293599|Female|Other mesenchymal|2009|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|93|116624437|Female|Other mesenchymal|2010|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|35|116624437|Female|Other mesenchymal|2010|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|472|591050309|Female|Other mesenchymal|2010-2014|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|171|591050309|Female|Other mesenchymal|2010-2014|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|89|116968997|Female|Other mesenchymal|2011|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|30|116968997|Female|Other mesenchymal|2011|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|110|119269696|Female|Other mesenchymal|2012|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|36|119269696|Female|Other mesenchymal|2012|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|95|120497646|Female|Other mesenchymal|2013|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|39|120497646|Female|Other mesenchymal|2013|0.0|0.0|0.0
20+|0.1|0.1|0.1|Benign/Borderline|85|121775584|Female|Other mesenchymal|2014|0.1|0.1|0.1
20+|0.0|0.0|0.0|Malignant|31|121775584|Female|Other mesenchymal|2014|0.0|0.0|0.0
20+|~|~|~|Benign/Borderline|~|109112165|Female|Pilocytic astrocytoma|2004|~|~|~
20+|0.1|0.1|0.1|Malignant|124|109112165|Female|Pilocytic astrocytoma|2004|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|110320645|Female|Pilocytic astrocytoma|2005|~|~|~
20+|0.1|0.2|0.1|Malignant|149|110320645|Female|Pilocytic astrocytoma|2005|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|111567226|Female|Pilocytic astrocytoma|2006|~|~|~
20+|0.1|0.2|0.1|Malignant|148|111567226|Female|Pilocytic astrocytoma|2006|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|112783993|Female|Pilocytic astrocytoma|2007|~|~|~
20+|0.1|0.2|0.1|Malignant|160|112783993|Female|Pilocytic astrocytoma|2007|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|114027722|Female|Pilocytic astrocytoma|2008|~|~|~
20+|0.1|0.2|0.1|Malignant|145|114027722|Female|Pilocytic astrocytoma|2008|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|115293599|Female|Pilocytic astrocytoma|2009|~|~|~
20+|0.1|0.1|0.1|Malignant|135|115293599|Female|Pilocytic astrocytoma|2009|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|116624437|Female|Pilocytic astrocytoma|2010|~|~|~
20+|0.1|0.2|0.2|Malignant|166|116624437|Female|Pilocytic astrocytoma|2010|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|591050309|Female|Pilocytic astrocytoma|2010-2014|~|~|~
20+|0.1|0.1|0.1|Malignant|736|591050309|Female|Pilocytic astrocytoma|2010-2014|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|116968997|Female|Pilocytic astrocytoma|2011|~|~|~
20+|0.1|0.2|0.1|Malignant|159|116968997|Female|Pilocytic astrocytoma|2011|0.1|0.2|0.1
20+|~|~|~|Benign/Borderline|~|119269696|Female|Pilocytic astrocytoma|2012|~|~|~
20+|0.1|0.1|0.1|Malignant|122|119269696|Female|Pilocytic astrocytoma|2012|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|120497646|Female|Pilocytic astrocytoma|2013|~|~|~
20+|0.1|0.2|0.1|Malignant|154|120497646|Female|Pilocytic astrocytoma|2013|0.1|0.1|0.1
20+|~|~|~|Benign/Borderline|~|121775584|Female|Pilocytic astrocytoma|2014|~|~|~
20+|0.1|0.1|0.1|Malignant|139|121775584|Female|Pilocytic astrocytoma|2014|0.1|0.1|0.1
20+|0.0|0.0|0.0|Benign/Borderline|.|109112165|Female|Pineal parenchymal|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|.|109112165|Female|Pineal parenchymal|2004|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|.|110320645|Female|Pineal parenchymal|2005|0.0|0.0|0.0
20+|~|~|~|Malignant|~|110320645|Female|Pineal parenchymal|2005|~|~|~
20+|0.0|0.0|0.0|Benign/Borderline|27|111567226|Female|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|22|111567226|Female|Pineal parenchymal|2006|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|32|112783993|Female|Pineal parenchymal|2007|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|.|112783993|Female|Pineal parenchymal|2007|0.0|0.0|0.0
20+|0.0|0.1|0.0|Benign/Borderline|43|114027722|Female|Pineal parenchymal|2008|0.0|0.1|0.0
20+|0.0|0.0|0.0|Malignant|22|114027722|Female|Pineal parenchymal|2008|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|.|115293599|Female|Pineal parenchymal|2009|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|26|115293599|Female|Pineal parenchymal|2009|0.0|0.0|0.0
20+|0.0|0.1|0.0|Benign/Borderline|.|116624437|Female|Pineal parenchymal|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|23|116624437|Female|Pineal parenchymal|2010|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|204|591050309|Female|Pineal parenchymal|2010-2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|120|591050309|Female|Pineal parenchymal|2010-2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|42|116968997|Female|Pineal parenchymal|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|24|116968997|Female|Pineal parenchymal|2011|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|34|119269696|Female|Pineal parenchymal|2012|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|22|119269696|Female|Pineal parenchymal|2012|0.0|0.0|0.0
20+|0.0|0.1|0.0|Benign/Borderline|.|120497646|Female|Pineal parenchymal|2013|0.0|0.1|0.0
20+|0.0|0.0|0.0|Malignant|34|120497646|Female|Pineal parenchymal|2013|0.0|0.0|0.0
20+|0.0|0.0|0.0|Benign/Borderline|36|121775584|Female|Pineal parenchymal|2014|0.0|0.0|0.0
20+|0.0|0.0|0.0|Malignant|18|121775584|Female|Pineal parenchymal|2014|0.0|0.0|0.0
20+|3.5|3.8|3.7|Benign/Borderline|3978|109112165|Female|Pituitary|2004|3.5|3.8|3.6
20+|0.0|0.0|0.0|Malignant|25|109112165|Female|Pituitary|2004|0.0|0.0|0.0
20+|4.1|4.4|4.2|Benign/Borderline|4646|110320645|Female|Pituitary|2005|4.1|4.3|4.2
20+|0.0|0.0|0.0|Malignant|.|110320645|Female|Pituitary|2005|0.0|0.0|0.0
20+|4.5|4.8|4.6|Benign/Borderline|5130|111567226|Female|Pituitary|2006|4.5|4.7|4.6
20+|~|~|~|Malignant|~|111567226|Female|Pituitary|2006|~|~|~
20+|4.6|4.8|4.7|Benign/Borderline|5271|112783993|Female|Pituitary|2007|4.5|4.8|4.7
20+|~|~|~|Malignant|~|112783993|Female|Pituitary|2007|~|~|~
20+|4.9|5.1|5.0|Benign/Borderline|5629|114027722|Female|Pituitary|2008|4.8|5.1|4.9
20+|~|~|~|Malignant|~|114027722|Female|Pituitary|2008|~|~|~
20+|5.4|5.6|5.5|Benign/Borderline|6260|115293599|Female|Pituitary|2009|5.3|5.6|5.4
20+|~|~|~|Malignant|~|115293599|Female|Pituitary|2009|~|~|~
20+|5.2|5.5|5.4|Benign/Borderline|6164|116624437|Female|Pituitary|2010|5.2|5.4|5.3
20+|~|~|~|Malignant|~|116624437|Female|Pituitary|2010|~|~|~
20+|5.4|5.5|5.4|Benign/Borderline|31503|591050309|Female|Pituitary|2010-2014|5.3|5.4|5.3
20+|0.0|0.0|0.0|Malignant|70|591050309|Female|Pituitary|2010-2014|0.0|0.0|0.0
20+|5.3|5.6|5.5|Benign/Borderline|6277|116968997|Female|Pituitary|2011|5.2|5.5|5.4
20+|~|~|~|Malignant|~|116968997|Female|Pituitary|2011|~|~|~
20+|5.5|5.8|5.6|Benign/Borderline|6584|119269696|Female|Pituitary|2012|5.4|5.7|5.5
20+|~|~|~|Malignant|~|119269696|Female|Pituitary|2012|~|~|~
20+|5.2|5.5|5.3|Benign/Borderline|6382|120497646|Female|Pituitary|2013|5.2|5.4|5.3
20+|0.0|0.0|0.0|Malignant|16|120497646|Female|Pituitary|2013|0.0|0.0|0.0
20+|5.0|5.3|5.2|Benign/Borderline|6206|121775584|Female|Pituitary|2014|5.0|5.2|5.1
20+|~|~|~|Malignant|~|121775584|Female|Pituitary|2014|~|~|~
20+|19.2|19.7|19.5|Benign/Borderline|22210|109112165|Female|Total|2004|20.1|20.6|20.4
20+|7.4|7.8|7.6|Malignant|8717|109112165|Female|Total|2004|7.8|8.2|8.0
20+|21.8|22.3|22.0|Benign/Borderline|25490|110320645|Female|Total|2005|22.8|23.4|23.1
20+|7.5|7.8|7.6|Malignant|8890|110320645|Female|Total|2005|7.9|8.2|8.1
20+|22.8|23.4|23.1|Benign/Borderline|27090|111567226|Female|Total|2006|24.0|24.6|24.3
20+|7.4|7.8|7.6|Malignant|8964|111567226|Female|Total|2006|7.9|8.2|8.0
20+|23.3|23.9|23.6|Benign/Borderline|28154|112783993|Female|Total|2007|24.7|25.3|25.0
20+|7.4|7.7|7.6|Malignant|9042|112783993|Female|Total|2007|7.9|8.2|8.0
20+|24.4|25.0|24.7|Benign/Borderline|29890|114027722|Female|Total|2008|25.9|26.5|26.2
20+|7.4|7.7|7.5|Malignant|9195|114027722|Female|Total|2008|7.9|8.2|8.1
20+|26.0|26.6|26.3|Benign/Borderline|32323|115293599|Female|Total|2009|27.7|28.3|28.0
20+|7.4|7.7|7.5|Malignant|9338|115293599|Female|Total|2009|7.9|8.3|8.1
20+|25.1|25.6|25.3|Benign/Borderline|31557|116624437|Female|Total|2010|26.8|27.4|27.1
20+|7.2|7.5|7.3|Malignant|9277|116624437|Female|Total|2010|7.8|8.1|8.0
20+|25.4|25.6|25.5|Benign/Borderline|162013|591050309|Female|Total|2010-2014|27.3|27.5|27.4
20+|7.1|7.2|7.2|Malignant|46328|591050309|Female|Total|2010-2014|7.8|7.9|7.8
20+|25.5|26.0|25.7|Benign/Borderline|32154|116968997|Female|Total|2011|27.2|27.8|27.5
20+|7.0|7.3|7.1|Malignant|9085|116968997|Female|Total|2011|7.6|7.9|7.8
20+|25.6|26.1|25.9|Benign/Borderline|33126|119269696|Female|Total|2012|27.5|28.1|27.8
20+|7.1|7.4|7.2|Malignant|9402|119269696|Female|Total|2012|7.7|8.0|7.9
20+|25.1|25.7|25.4|Benign/Borderline|33027|120497646|Female|Total|2013|27.1|27.7|27.4
20+|7.0|7.3|7.2|Malignant|9544|120497646|Female|Total|2013|7.8|8.1|7.9
20+|24.6|25.1|24.8|Benign/Borderline|32794|121775584|Female|Total|2014|26.6|27.2|26.9
20+|6.7|7.0|6.9|Malignant|9305|121775584|Female|Total|2014|7.5|7.8|7.6
20+|2.2|2.3|2.3|Benign/Borderline|2520|109112165|Female|Tumors of Cranial and Spinal Nerves|2004|2.2|2.4|2.3
20+|0.0|0.0|0.0|Malignant|19|109112165|Female|Tumors of Cranial and Spinal Nerves|2004|0.0|0.0|0.0
20+|2.4|2.5|2.5|Benign/Borderline|2787|110320645|Female|Tumors of Cranial and Spinal Nerves|2005|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|22|110320645|Female|Tumors of Cranial and Spinal Nerves|2005|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2902|111567226|Female|Tumors of Cranial and Spinal Nerves|2006|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|22|111567226|Female|Tumors of Cranial and Spinal Nerves|2006|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2896|112783993|Female|Tumors of Cranial and Spinal Nerves|2007|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|39|112783993|Female|Tumors of Cranial and Spinal Nerves|2007|0.0|0.0|0.0
20+|2.4|2.6|2.5|Benign/Borderline|2997|114027722|Female|Tumors of Cranial and Spinal Nerves|2008|2.5|2.7|2.6
20+|0.0|0.0|0.0|Malignant|25|114027722|Female|Tumors of Cranial and Spinal Nerves|2008|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3156|115293599|Female|Tumors of Cranial and Spinal Nerves|2009|2.6|2.8|2.7
20+|~|~|~|Malignant|~|115293599|Female|Tumors of Cranial and Spinal Nerves|2009|~|~|~
20+|2.3|2.5|2.4|Benign/Borderline|2929|116624437|Female|Tumors of Cranial and Spinal Nerves|2010|2.4|2.6|2.5
20+|0.0|0.0|0.0|Malignant|22|116624437|Female|Tumors of Cranial and Spinal Nerves|2010|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|16056|591050309|Female|Tumors of Cranial and Spinal Nerves|2010-2014|2.7|2.8|2.7
20+|0.0|0.0|0.0|Malignant|105|591050309|Female|Tumors of Cranial and Spinal Nerves|2010-2014|0.0|0.0|0.0
20+|2.5|2.6|2.6|Benign/Borderline|3148|116968997|Female|Tumors of Cranial and Spinal Nerves|2011|2.6|2.8|2.7
20+|0.0|0.0|0.0|Malignant|20|116968997|Female|Tumors of Cranial and Spinal Nerves|2011|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3289|119269696|Female|Tumors of Cranial and Spinal Nerves|2012|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|25|119269696|Female|Tumors of Cranial and Spinal Nerves|2012|0.0|0.0|0.0
20+|2.6|2.7|2.6|Benign/Borderline|3378|120497646|Female|Tumors of Cranial and Spinal Nerves|2013|2.7|2.9|2.8
20+|0.0|0.0|0.0|Malignant|23|120497646|Female|Tumors of Cranial and Spinal Nerves|2013|0.0|0.0|0.0
20+|2.5|2.7|2.6|Benign/Borderline|3348|121775584|Female|Tumors of Cranial and Spinal Nerves|2014|2.7|2.8|2.7
20+|~|~|~|Malignant|~|121775584|Female|Tumors of Cranial and Spinal Nerves|2014|~|~|~
20+|0.3|0.4|0.3|Benign/Borderline|377|109112165|Female|Tumors of Neuroepthelial Tissue|2004|0.3|0.4|0.3
20+|6.0|6.3|6.2|Malignant|7037|109112165|Female|Tumors of Neuroepthelial Tissue|2004|6.3|6.6|6.4
20+|0.4|0.4|0.4|Benign/Borderline|439|110320645|Female|Tumors of Neuroepthelial Tissue|2005|0.4|0.4|0.4
20+|6.0|6.3|6.2|Malignant|7122|110320645|Female|Tumors of Neuroepthelial Tissue|2005|6.3|6.6|6.5
20+|0.4|0.5|0.4|Benign/Borderline|478|111567226|Female|Tumors of Neuroepthelial Tissue|2006|0.4|0.5|0.4
20+|6.0|6.3|6.2|Malignant|7210|111567226|Female|Tumors of Neuroepthelial Tissue|2006|6.3|6.6|6.5
20+|0.4|0.5|0.4|Benign/Borderline|476|112783993|Female|Tumors of Neuroepthelial Tissue|2007|0.4|0.5|0.4
20+|6.1|6.4|6.2|Malignant|7371|112783993|Female|Tumors of Neuroepthelial Tissue|2007|6.4|6.7|6.5
20+|0.4|0.5|0.4|Benign/Borderline|482|114027722|Female|Tumors of Neuroepthelial Tissue|2008|0.4|0.5|0.4
20+|6.0|6.3|6.1|Malignant|7396|114027722|Female|Tumors of Neuroepthelial Tissue|2008|6.3|6.6|6.5
20+|0.4|0.5|0.4|Benign/Borderline|507|115293599|Female|Tumors of Neuroepthelial Tissue|2009|0.4|0.5|0.4
20+|6.0|6.3|6.2|Malignant|7594|115293599|Female|Tumors of Neuroepthelial Tissue|2009|6.4|6.7|6.6
20+|0.4|0.5|0.5|Benign/Borderline|540|116624437|Female|Tumors of Neuroepthelial Tissue|2010|0.4|0.5|0.5
20+|5.9|6.2|6.0|Malignant|7564|116624437|Female|Tumors of Neuroepthelial Tissue|2010|6.3|6.6|6.5
20+|0.4|0.5|0.5|Benign/Borderline|2674|591050309|Female|Tumors of Neuroepthelial Tissue|2010-2014|0.4|0.5|0.5
20+|5.8|6.0|5.9|Malignant|37841|591050309|Female|Tumors of Neuroepthelial Tissue|2010-2014|6.3|6.5|6.4
20+|0.4|0.5|0.5|Benign/Borderline|550|116968997|Female|Tumors of Neuroepthelial Tissue|2011|0.4|0.5|0.5
20+|5.8|6.1|5.9|Malignant|7456|116968997|Female|Tumors of Neuroepthelial Tissue|2011|6.2|6.5|6.4
20+|0.4|0.5|0.4|Benign/Borderline|525|119269696|Female|Tumors of Neuroepthelial Tissue|2012|0.4|0.5|0.4
20+|5.8|6.1|6.0|Malignant|7732|119269696|Female|Tumors of Neuroepthelial Tissue|2012|6.3|6.6|6.5
20+|0.4|0.5|0.4|Benign/Borderline|511|120497646|Female|Tumors of Neuroepthelial Tissue|2013|0.4|0.5|0.4
20+|5.8|6.1|5.9|Malignant|7821|120497646|Female|Tumors of Neuroepthelial Tissue|2013|6.3|6.6|6.5
20+|0.4|0.5|0.5|Benign/Borderline|552|121775584|Female|Tumors of Neuroepthelial Tissue|2014|0.4|0.5|0.5
20+|5.5|5.7|5.6|Malignant|7485|121775584|Female|Tumors of Neuroepthelial Tissue|2014|6.0|6.3|6.1
20+|3.7|4.0|3.8|Benign/Borderline|4179|109112165|Female|Tumors of Sellar Region|2004|3.7|3.9|3.8
20+|0.0|0.0|0.0|Malignant|25|109112165|Female|Tumors of Sellar Region|2004|0.0|0.0|0.0
20+|4.3|4.5|4.4|Benign/Borderline|4829|110320645|Female|Tumors of Sellar Region|2005|4.3|4.5|4.4
20+|0.0|0.0|0.0|Malignant|.|110320645|Female|Tumors of Sellar Region|2005|0.0|0.0|0.0
20+|4.7|4.9|4.8|Benign/Borderline|5329|111567226|Female|Tumors of Sellar Region|2006|4.6|4.9|4.8
20+|~|~|~|Malignant|~|111567226|Female|Tumors of Sellar Region|2006|~|~|~
20+|4.8|5.0|4.9|Benign/Borderline|5488|112783993|Female|Tumors of Sellar Region|2007|4.7|5.0|4.9
20+|~|~|~|Malignant|~|112783993|Female|Tumors of Sellar Region|2007|~|~|~
20+|5.0|5.3|5.2|Benign/Borderline|5850|114027722|Female|Tumors of Sellar Region|2008|5.0|5.3|5.1
20+|~|~|~|Malignant|~|114027722|Female|Tumors of Sellar Region|2008|~|~|~
20+|5.5|5.8|5.7|Benign/Borderline|6487|115293599|Female|Tumors of Sellar Region|2009|5.5|5.8|5.6
20+|0.0|0.0|0.0|Malignant|.|115293599|Female|Tumors of Sellar Region|2009|0.0|0.0|0.0
20+|5.4|5.7|5.6|Benign/Borderline|6400|116624437|Female|Tumors of Sellar Region|2010|5.4|5.6|5.5
